I don't give a damn about the cup.,Ich gebe mir keine Mühe um den Pokal.,../data/comute/images/247987b2.jpeg,0.4924,0.5254,0.3596,0.4984,0.2484
The fans were still out of order.,Die Fans waren immer noch außer Betrieb.,../data/comute/images/0316663.jpeg,0.6785,0.7038,0.5018,0.3784,0.1432
The fans were still out of order.,Die Fans waren immer noch außer Betrieb.,../data/comute/images/657c4a7.jpeg,0.6409,0.7038,0.4228,0.5369,0.2883
I don't think we should use a brush.,Ich denke nicht, dass wir einen Pinsel benutzen sollten.,../data/comute/images/189049b.jpeg,0.6095,0.657,0.398,0.4739,0.2246
I don't think we should use a brush.,Ich denke nicht, dass wir einen Pinsel benutzen sollten.,../data/comute/images/ff78fc7.jpeg,0.6131,0.657,0.4065,0.4611,0.2126
There's the horn.,Da ist der Horn.,../data/comute/images/ed2221a.jpeg,0.4633,0.464,0.4615,0.6072,0.3686
There's the horn.,Da ist der Horn.,../data/comute/images/7d6fbfa.jpeg,0.4542,0.464,0.4133,0.4899,0.24
Can you not see the red light?,Kannst du das rote Licht nicht sehen?,../data/comute/images/7241ebd.jpeg,0.6599,0.7068,0.5171,0.5736,0.3291
Can you not see the red light?,Kannst du das rote Licht nicht sehen?,../data/comute/images/fb2edd5.jpeg,0.6538,0.7068,0.4741,0.543,0.2948
I know - good job there are showers.,Ich weiß - gut, dass es Duschen gibt.,../data/comute/images/a78f616.jpeg,0.5512,0.5878,0.3019,0.3834,0.147
I know - good job there are showers.,Ich weiß - gut, dass es Duschen gibt.,../data/comute/images/3a1b985.jpeg,0.5579,0.5878,0.3768,0.4062,0.165
Like a bat?,Wie ein Fledermaus?,../data/comute/images/e40843b.jpeg,0.5264,0.5215,0.5421,0.5581,0.3115
Like a bat?,Wie ein Fledermaus?,../data/comute/images/c239573.jpeg,0.4969,0.5215,0.3656,0.4337,0.1881
You should use a fork.,Du solltest einen Löffel benutzen.,../data/comute/images/1aea2b4.jpeg,0.5925,0.6339,0.4325,0.5087,0.2587
You should use a fork.,Du solltest einen Löffel benutzen.,../data/comute/images/bbad554.jpeg,0.5956,0.6339,0.3746,0.4159,0.173
What a beautiful bass!,Was für ein schöner Bass!,../data/comute/images/a96afbd.jpeg,0.6794,0.741,0.5055,0.5952,0.3543
What a beautiful bass!,Was für ein schöner Bass!,../data/comute/images/3165ef6.jpeg,0.678,0.741,0.4052,0.4807,0.231
A biker on the road.,Ein Biker auf der Straße.,../data/comute/images/4ercqd74.jpeg,0.8089,0.8549,0.7141,0.6966,0.4852
A biker on the road.,Ein Biker auf der Straße.,../data/comute/images/d56edd34.jpeg,0.7934,0.8549,0.6717,0.7107,0.5051
That's lots of bucks!,Das ist eine Menge Geld!,../data/comute/images/bee3626.jpeg,0.6186,0.6513,0.4031,0.3895,0.1517
That's lots of bucks!,Das ist eine Menge Geld!,../data/comute/images/7c4e078.jpeg,0.6431,0.6513,0.6153,0.546,0.2981
A person looking at a rock.,Eine Person, die auf einen Stein schaut.,../data/comute/images/d052f05f.jpeg,0.6867,0.7297,0.5678,0.6013,0.3616
A person looking at a rock.,Eine Person, die auf einen Stein schaut.,../data/comute/images/118a75ff.jpeg,0.6934,0.7297,0.539,0.4847,0.2349
The lamp is tall and elegant.,Die Lampe ist hoch und elegant.,../data/comute/images/5a43462.jpeg,0.7816,0.8581,0.5841,0.6222,0.3872
The lamp is tall and elegant.,Die Lampe ist hoch und elegant.,../data/comute/images/ffda480.jpeg,0.7827,0.8581,0.4477,0.4744,0.225
Give me the file please.,Gib mir bitte die Datei.,../data/comute/images/e740816.jpeg,0.5967,0.6416,0.3909,0.467,0.2181
Give me the file please.,Gib mir bitte die Datei.,../data/comute/images/c47d9e24.jpeg,0.6111,0.6416,0.3622,0.3503,0.1227
The tube looks dirty!,Die Röhre sieht schmutzig aus!,../data/comute/images/27b9b32.jpeg,0.7011,0.7564,0.2655,0.3563,0.127
The tube looks dirty!,Die Röhre sieht schmutzig aus!,../data/comute/images/2535cf5.jpeg,0.693,0.7564,0.3849,0.4535,0.2057
An animal sitting in a palm.,Ein Tier sitzt auf einer Palme.,../data/comute/images/a9c0ad02.jpeg,0.7913,0.862,0.6088,0.6227,0.3878
An animal sitting in a palm.,Ein Tier sitzt auf einer Palme.,../data/comute/images/638a4049.jpeg,0.7864,0.862,0.4473,0.4722,0.223
Show me the ring!,Zeig mir den Ring!,../data/comute/images/32962fc.jpeg,0.6275,0.6609,0.5278,0.5784,0.3346
Show me the ring!,Zeig mir den Ring!,../data/comute/images/f4217ff.jpeg,0.6253,0.6609,0.3901,0.3886,0.151
A man with a hat is smoking.,Ein Mann mit Hut raucht.,../data/comute/images/ee1f6c9.jpeg,0.834,0.8905,0.7362,0.7598,0.5772
A man with a hat is smoking.,Ein Mann mit Hut raucht.,../data/comute/images/33fbe77.jpeg,0.8355,0.8905,0.7335,0.7344,0.5394
A group of boys playing football.,Eine Gruppe von Jungen spielt Fußball.,../data/comute/images/787678e.jpeg,0.754,0.839,0.5203,0.6031,0.3638
A group of boys playing football.,Eine Gruppe von Jungen spielt Fußball.,../data/comute/images/2db1e17.jpeg,0.7821,0.839,0.6399,0.6325,0.4001
Get away from the float!,Entfernen Sie sich vom Auftrieb!,../data/comute/images/a021362.jpeg,0.4954,0.5243,0.3666,0.4741,0.2248
Get away from the float!,Entfernen Sie sich vom Auftrieb!,../data/comute/images/48a50026.jpeg,0.4841,0.5243,0.2722,0.4354,0.1896
A woman is folding sheets.,Eine Frau faltet Bettwäsche.,../data/comute/images/c82c823d.jpg,0.7118,0.7785,0.3992,0.4618,0.2132
A woman is folding sheets.,Eine Frau faltet Bettwäsche.,../data/comute/images/a5ee9d0.jpeg,0.7222,0.7785,0.5239,0.5331,0.2841
A boy using a compass.,Ein Junge benutzt einen Kompass.,../data/comute/images/00112e3.jpeg,0.7831,0.873,0.507,0.5708,0.3258
A boy using a compass.,Ein Junge benutzt einen Kompass.,../data/comute/images/edbb25a2.jpeg,0.7874,0.873,0.4526,0.5056,0.2557
Could you fix the sink please?,Könnten Sie bitte den Waschbecken reparieren?,../data/comute/images/d8d0a9b.jpeg,0.5757,0.6301,0.4189,0.5886,0.3465
Could you fix the sink please?,Könnten Sie bitte den Waschbecken reparieren?,../data/comute/images/3ab2469.jpeg,0.587,0.6301,0.4735,0.6158,0.3792
Look at the balloon!,Schau mal den Ballon an!,../data/comute/images/d33f4b4.jpeg,0.5941,0.6233,0.5121,0.597,0.3564
Look at the balloon!,Schau mal den Ballon an!,../data/comute/images/58aace5.jpeg,0.5846,0.6233,0.4618,0.5612,0.315
He seems to be enjoying the date!,Er scheint den Abend zu genießen!,../data/comute/images/9e36a43.jpeg,0.6076,0.6445,0.458,0.497,0.247
He seems to be enjoying the date!,Er scheint den Abend zu genießen!,../data/comute/images/34965040.jpeg,0.6139,0.6445,0.3953,0.374,0.1399
Don't eat the bones!,Iss die Knochen nicht!,../data/comute/images/5957d5c.jpeg,0.4743,0.4815,0.4352,0.4294,0.1844
Don't eat the bones!,Iss die Knochen nicht!,../data/comute/images/49ea273.jpeg,0.4798,0.4815,0.4719,0.4667,0.2178
The match lasted a long time!,Das Spiel dauerte lange!,../data/comute/images/66639c14.jpeg,0.6348,0.6887,0.3927,0.4719,0.2227
The match lasted a long time!,Das Spiel dauerte lange!,../data/comute/images/14d08bc6.jpeg,0.6278,0.6887,0.3416,0.4611,0.2126
Great, it's cricket season!,Großartig, es ist Cricket-Saison!,../data/comute/images/8d852883.jpeg,0.6475,0.6827,0.463,0.4366,0.1906
Great, it's cricket season!,Großartig, es ist Cricket-Saison!,../data/comute/images/b25981e4.jpeg,0.6462,0.6827,0.3612,0.3577,0.128
We've got another jam I'm afraid.,Wir haben eine weitere Verstopfung.,../data/comute/images/75ddacf3.jpeg,0.5117,0.5214,0.3864,0.279,0.0779
We've got another jam I'm afraid.,Wir haben eine weitere Verstopfung.,../data/comute/images/fbe7b91d.jpeg,0.5088,0.5214,0.3961,0.3352,0.1124
Yes, it's his bar.,Ja, das ist seine Bar.,../data/comute/images/51d84e9f.jpeg,0.6876,0.747,0.4836,0.5394,0.291
Yes, it's his bar.,Ja, das ist seine Bar.,../data/comute/images/cd40761f.jpeg,0.686,0.747,0.3559,0.43,0.1849
A minister is making a speech while holding a book.,Ein Minister hält eine Rede, während er ein Buch in der Hand hält.,../data/comute/images/2139a010.jpeg,0.7971,0.85,0.6742,0.6562,0.4306
A minister is making a speech while holding a book.,Ein Minister hält eine Rede, während er ein Buch in der Hand hält.,../data/comute/images/1c56342c.jpeg,0.7819,0.85,0.6619,0.7529,0.5668
He set about repairing his drawers.,Er machte sich an die Reparatur seiner Schubladen.,../data/comute/images/18289856.jpeg,0.6564,0.6898,0.3113,0.3109,0.0966
He set about repairing his drawers.,Er machte sich an die Reparatur seiner Schubladen.,../data/comute/images/9655583e.jpeg,0.6431,0.6898,0.3847,0.4248,0.1804
Do you know where my pants are?,Weißt du, wo meine Hose ist?,../data/comute/images/e7b25b62.jpeg,0.6571,0.7287,0.3668,0.4966,0.2466
Do you know where my pants are?,Weißt du, wo meine Hose ist?,../data/comute/images/0f0d614f.jpeg,0.6666,0.7287,0.336,0.4331,0.1876
Did you make the table?,Hast du den Tisch gemacht?,../data/comute/images/98064330.png,0.5236,0.5542,0.3375,0.4056,0.1645
Did you make the table?,Hast du den Tisch gemacht?,../data/comute/images/ef36615f.jpeg,0.5417,0.5542,0.4225,0.3243,0.1052
Give me the bill.,Geben Sie mir die Rechnung.,../data/comute/images/67f4273e.jpeg,0.6314,0.664,0.5033,0.5042,0.2542
Give me the bill.,Geben Sie mir die Rechnung.,../data/comute/images/3cdf263f.jpeg,0.6242,0.664,0.4128,0.4341,0.1884
I always remove the skin before eating.,Ich entferne immer die Haut, bevor ich esse.,../data/comute/images/10024f9c.jpeg,0.6545,0.7125,0.4212,0.4988,0.2488
I always remove the skin before eating.,Ich entferne immer die Haut, bevor ich esse.,../data/comute/images/6d3f6275.jpeg,0.6584,0.7125,0.4876,0.5631,0.3171
It's pool time!,Es ist Schwimmzeit!,../data/comute/images/945eaafe.jpeg,0.5997,0.659,0.4387,0.6068,0.3683
It's pool time!,Es ist Schwimmzeit!,../data/comute/images/f8f08662.jpeg,0.6057,0.659,0.3488,0.4552,0.2072
The wheel seems to be blocked somehow.,Das Rad scheint irgendwie blockiert zu sein.,../data/comute/images/62601802.jpeg,0.723,0.7983,0.5092,0.593,0.3516
The wheel seems to be blocked somehow.,Das Rad scheint irgendwie blockiert zu sein.,../data/comute/images/d25f8b00.jpeg,0.7201,0.7983,0.4347,0.5233,0.2739
Your punch is amazing!,Dein Punch ist fantastisch!,../data/comute/images/ca74d696.jpeg,0.6584,0.716,0.4177,0.4889,0.239
Your punch is amazing!,Dein Punch ist fantastisch!,../data/comute/images/33a17046.jpeg,0.669,0.716,0.3003,0.3567,0.1273
My husband bought a chopper recently.,Mein Mann hat sich neulich einen Chopper gekauft.,../data/comute/images/b83a0d52.jpeg,0.6501,0.708,0.3902,0.4719,0.2227
My husband bought a chopper recently.,Mein Mann hat sich neulich einen Chopper gekauft.,../data/comute/images/cf615703.jpeg,0.6629,0.708,0.2553,0.3326,0.1106
You bought a new scarf, didn't you?,Du hast einen neuen Schal gekauft, oder?,../data/comute/images/bd7e6fd1.jpeg,0.6728,0.738,0.388,0.4784,0.2289
You bought a new scarf, didn't you?,Du hast einen neuen Schal gekauft, oder?,../data/comute/images/f36df8d4.jpeg,0.6829,0.738,0.5151,0.5728,0.3281
We are under the canopy.,Wir sind unter dem Vordach.,../data/comute/images/275d8d87.jpeg,0.6328,0.6951,0.3164,0.4437,0.1968
We are under the canopy.,Wir sind unter dem Vordach.,../data/comute/images/417a2e1b.jpeg,0.636,0.6951,0.4095,0.511,0.2611
The dummies need to be cleaned.,Die Dummys müssen gereinigt werden.,../data/comute/images/860e2fac.jpeg,0.7111,0.7616,0.2842,0.3439,0.1182
The dummies need to be cleaned.,Die Dummys müssen gereinigt werden.,../data/comute/images/1b2e7f19.jpeg,0.709,0.7616,0.3373,0.3762,0.1415
He wants to show me his spot.,Er will mir seinen Platz zeigen.,../data/comute/images/dd57e9c4.jpeg,0.6095,0.6367,0.3061,0.2997,0.0898
He wants to show me his spot.,Er will mir seinen Platz zeigen.,../data/comute/images/37b65d2c.jpeg,0.6143,0.6367,0.2372,0.2441,0.0596
Have you seen my pin?,Hast du meinen Pin gesehen?,../data/comute/images/aca94558.jpeg,0.577,0.6044,0.2906,0.3095,0.0958
Have you seen my pin?,Hast du meinen Pin gesehen?,../data/comute/images/b764bfff.jpeg,0.5779,0.6044,0.3475,0.3394,0.1152
The scale is broken.,Die Waage ist kaputt.,../data/comute/images/28b179a0.jpeg,0.6911,0.7009,0.6694,0.6701,0.449
The scale is broken.,Die Waage ist kaputt.,../data/comute/images/a42e8405.jpeg,0.6706,0.7009,0.264,0.2731,0.0746
Someone should clean the window.,Jemand sollte das Fenster sauber machen.,../data/comute/images/c0d48044.jpeg,0.6557,0.6928,0.4157,0.3931,0.1546
Someone should clean the window.,Jemand sollte das Fenster sauber machen.,../data/comute/images/2baa9a21.jpeg,0.6747,0.6928,0.6155,0.5514,0.304
Don't let the kids play in the yard!,Lass die Kinder nicht im Hof spielen!,../data/comute/images/58d45ce7.jpeg,0.6452,0.6738,0.299,0.2874,0.0826
Don't let the kids play in the yard!,Lass die Kinder nicht im Hof spielen!,../data/comute/images/b685970b.jpeg,0.6376,0.6738,0.3308,0.3436,0.1181
The plug has stopped working, could you fix it?,Der Stecker funktioniert nicht mehr, können Sie ihn reparieren?,../data/comute/images/15ff842a.jpeg,0.6201,0.6654,0.3437,0.405,0.164
The plug has stopped working, could you fix it?,Der Stecker funktioniert nicht mehr, können Sie ihn reparieren?,../data/comute/images/7f021dbf.jpeg,0.6209,0.6654,0.4577,0.5223,0.2728
That's a small stone you have there.,Das ist ein kleiner Stein, den du da hast.,../data/comute/images/834c9575.jpeg,0.7017,0.7422,0.5663,0.5472,0.2994
That's a small stone you have there.,Das ist ein kleiner Stein, den du da hast.,../data/comute/images/94e1e71f.jpeg,0.6958,0.7422,0.4283,0.4165,0.1735
I dropped a clip on the floor but I'm not sure where.,Ich habe eine Klammer auf den Boden fallen lassen, aber ich bin mir nicht sicher, wo.,../data/comute/images/0899e541.jpeg,0.6393,0.6777,0.4189,0.4178,0.1746
I dropped a clip on the floor but I'm not sure where.,Ich habe eine Klammer auf den Boden fallen lassen, aber ich bin mir nicht sicher, wo.,../data/comute/images/407421d6.jpeg,0.6402,0.6777,0.3512,0.3602,0.1298
Hand me the dough!,Gib mir den Teig!,../data/comute/images/3221b8a2.jpeg,0.5219,0.5313,0.4889,0.5317,0.2827
Hand me the dough!,Gib mir den Teig!,../data/comute/images/a32d69d2.jpeg,0.4998,0.5313,0.3459,0.4523,0.2046
You need to get rid of the ashes.,Du musst die Asche loswerden.,../data/comute/images/0a13492f.jpeg,0.6182,0.6644,0.3577,0.4215,0.1776
You need to get rid of the ashes.,Du musst die Asche loswerden.,../data/comute/images/1cb7d406.jpeg,0.6185,0.6644,0.3781,0.4373,0.1912
She's got a bun in the oven.,Sie hat einen kleinen Bauch.,../data/comute/images/acce2bc9.jpeg,0.555,0.5862,0.2719,0.3323,0.1104
She's got a bun in the oven.,Sie hat einen kleinen Bauch.,../data/comute/images/46dbc605.jpeg,0.5865,0.5862,0.5876,0.5,0.25
He's got balls!,Er hat Eier!,../data/comute/images/2655a11f.jpeg,0.5644,0.5847,0.4511,0.4226,0.1786
He's got balls!,Er hat Eier!,../data/comute/images/6daef42a.jpeg,0.5584,0.5847,0.3576,0.3615,0.1307
Don't mess with the controller!,Rühr dich nicht an der Fernbedienung!,../data/comute/images/2f851ed7.jpeg,0.5354,0.5643,0.2497,0.3182,0.1012
Don't mess with the controller!,Rühr dich nicht an der Fernbedienung!,../data/comute/images/229d48e1.jpeg,0.5295,0.5643,0.3451,0.4343,0.1886
The deer was just looking straight at me.,Das Rehe schaute gerade auf mich.,../data/comute/images/6bd69bcb.jpeg,0.5002,0.5381,0.4191,0.6842,0.4681
The deer was just looking straight at me.,Das Rehe schaute gerade auf mich.,../data/comute/images/b2ccd0d9.jpeg,0.4868,0.5381,0.3762,0.6815,0.4645
A doe in the field.,Ein Rehkitz im Feld.,../data/comute/images/cfd47eb7.jpeg,0.584,0.649,0.4713,0.7588,0.5758
A doe in the field.,Ein Rehkitz im Feld.,../data/comute/images/6476789.jpeg,0.6081,0.649,0.4514,0.5102,0.2603
Don't look at the fly!,Schau nicht auf die Fliege!,../data/comute/images/b256d36e.jpeg,0.6415,0.6852,0.3966,0.4228,0.1788
Don't look at the fly!,Schau nicht auf die Fliege!,../data/comute/images/e11c1505.jpeg,0.6558,0.6852,0.3115,0.2922,0.0854
He bought his own plane.,Er hat sein eigenes Flugzeug gekauft.,../data/comute/images/57c4057c.jpeg,0.7087,0.7484,0.5301,0.4713,0.2221
He bought his own plane.,Er hat sein eigenes Flugzeug gekauft.,../data/comute/images/488a2f83.jpeg,0.712,0.7484,0.2709,0.2874,0.0826
Look at her face, she has a flush!,Schau ihr ins Gesicht, sie hat einen Rötung!,../data/comute/images/77e96961.jpeg,0.6191,0.633,0.5824,0.6157,0.379
Look at her face, she has a flush!,Schau ihr ins Gesicht, sie hat einen Rötung!,../data/comute/images/e4889d27.jpeg,0.6003,0.633,0.2431,0.3029,0.0917
Your gum doesn't look good!,Dein Kaugummi sieht nicht gut aus!,../data/comute/images/8ac8d99a.jpeg,0.6528,0.7188,0.4251,0.5387,0.2902
Your gum doesn't look good!,Dein Kaugummi sieht nicht gut aus!,../data/comute/images/cb6326ed.jpeg,0.6547,0.7188,0.4587,0.5719,0.3271
It must be the spirits!,Es muss die Geister sein!,../data/comute/images/9f4d432f.jpeg,0.568,0.589,0.4807,0.4905,0.2406
It must be the spirits!,Es muss die Geister sein!,../data/comute/images/bf89c490.jpeg,0.5399,0.589,0.338,0.493,0.243
The soles were stinky.,Die Sohlen waren stinkend.,../data/comute/images/2c7ba1fd.jpeg,0.7393,0.7876,0.2668,0.3197,0.1022
The soles were stinky.,Die Sohlen waren stinkend.,../data/comute/images/ac7df394.jpeg,0.7284,0.7876,0.4261,0.4428,0.196
A person with a yellow jacket is waiting for something.,Eine Person mit einer gelben Jacke wartet auf etwas.,../data/comute/images/c7d1e8b3.jpeg,0.8084,0.8884,0.5944,0.6116,0.374
A person with a yellow jacket is waiting for something.,Eine Person mit einer gelben Jacke wartet auf etwas.,../data/comute/images/41fe2d75.jpeg,0.8096,0.8884,0.5931,0.6032,0.3639
I appear to have lost a couple of pounds.,Ich habe anscheinend ein paar Pfund verloren.,../data/comute/images/024779eb.jpeg,0.6199,0.6513,0.4849,0.4824,0.2327
I appear to have lost a couple of pounds.,Ich habe anscheinend ein paar Pfund verloren.,../data/comute/images/413aebc3.jpeg,0.6222,0.6513,0.3913,0.3551,0.1261
You really need to give the pipes a good clean every now and then.,Du musst die Rohre wirklich von Zeit zu Zeit gut reinigen.,../data/comute/images/deae3d1c.jpeg,0.6013,0.6433,0.4408,0.5119,0.262
You really need to give the pipes a good clean every now and then.,Du musst die Rohre wirklich von Zeit zu Zeit gut reinigen.,../data/comute/images/aced3462.jpeg,0.6092,0.6433,0.334,0.3522,0.1241
This wedge is all rotten.,Dieser Keil ist ganz verfault.,../data/comute/images/d31ef202.jpeg,0.5827,0.6149,0.4616,0.5151,0.2653
This wedge is all rotten.,Dieser Keil ist ganz verfault.,../data/comute/images/c4a03333.jpeg,0.5705,0.6149,0.3553,0.454,0.2061
His shoe just fell off in the field.,Sein Schuh ist gerade im Feld heruntergefallen.,../data/comute/images/60f2ad42.jpeg,0.7359,0.786,0.5599,0.533,0.2841
His shoe just fell off in the field.,Sein Schuh ist gerade im Feld heruntergefallen.,../data/comute/images/25f73d6a.jpeg,0.7291,0.786,0.4375,0.4417,0.1951
Give me his record, please.,Gib mir bitte seine Schallplatte.,../data/comute/images/7f61ac4f.jpeg,0.5099,0.5388,0.3038,0.3743,0.1401
Give me his record, please.,Gib mir bitte seine Schallplatte.,../data/comute/images/973a12ea.jpeg,0.5229,0.5388,0.4301,0.4124,0.1701
That's a wonderful train, isn't it?,Das ist ein wunderbarer Zug, oder?,../data/comute/images/9e1a414c.jpeg,0.6819,0.7354,0.5049,0.5501,0.3026
That's a wonderful train, isn't it?,Das ist ein wunderbarer Zug, oder?,../data/comute/images/cc4316b3.jpeg,0.7005,0.7354,0.3671,0.3238,0.1049
Have you seen the ruler?,Hast du den Lineal gesehen?,../data/comute/images/082e6875.jpeg,0.5145,0.545,0.3864,0.4876,0.2377
Have you seen the ruler?,Hast du den Lineal gesehen?,../data/comute/images/e4887243.jpeg,0.5153,0.545,0.2883,0.3619,0.131
Look under the hood!,Schau unter der Haube!,../data/comute/images/076f318e.jpeg,0.5587,0.5703,0.5112,0.4959,0.2459
Look under the hood!,Schau unter der Haube!,../data/comute/images/4302100d.jpeg,0.5458,0.5703,0.3377,0.3436,0.1181
