Source, Candidate, Image, Final_Score, Text_Fidelity (Src-Tgt), Visual_Grounding (Tgt-Img), Image_Relevance (Src-Img), Fusion_Weight
Which port does he want?,Který port chce?,4511cf4.jpeg,0.6519,0.6836,0.4867,0.4377,0.1916
Sorry, the tape's just run out.,Promiň, ta páska je právě vyčerpaná.,cc50c7e0.jpeg,0.5285,0.555,0.3543,0.39,0.1521
Sorry, the tape's just run out.,Promiň, ta páska právě vypršela.,8207d9b2.jpeg,0.5093,0.5404,0.3548,0.4483,0.201
They checked the seal.,Zkontrolovali pečeť.,8b12aebf.jpeg,0.5442,0.5586,0.3781,0.2947,0.0868
They checked the seal.,Zkontrolovali pečeť.,59364b5.jpeg,0.5227,0.5586,0.3134,0.4143,0.1716
Why is the chair here?,Proč je tu křeslo?,2caf5d9.jpeg,0.6787,0.7536,0.3958,0.5144,0.2646
Why is the chair here?,Proč je ta židle tady?,ef02ac2.jpeg,0.6864,0.7718,0.4948,0.6679,0.4461
There must be a hole in the tank somewhere.,Někde v nádrži musí být díra.,22f9dcb.jpeg,0.6216,0.655,0.4238,0.4107,0.1687
There must be a hole in the tank somewhere.,Někde musí být díra v nádrži.,acb5659.jpeg,0.6316,0.6737,0.4555,0.4886,0.2387
We're going to have to do without the poker then.,Pak se budeme muset obejít bez pokeru.,c0816da.jpeg,0.6018,0.6375,0.3868,0.4074,0.166
We're going to have to do without the poker then.,Pak se budeme muset obejít bez pokeru.,32da2f5.jpeg,0.604,0.6375,0.2715,0.3173,0.1007
I don't give a damn about the cup.,Na ten pohár mi je fuk.,2f05055.jpeg,0.3625,0.3458,0.4495,0.4374,0.1913
I don't give a damn about the cup.,Na ten šálek mi je fuk.,247987b2.jpeg,0.4559,0.4487,0.4846,0.4984,0.2484
The fans were still out of order.,Fanoušci byli stále mimo pořádek.,0316663.jpeg,0.5956,0.6139,0.4682,0.3784,0.1432
The fans were still out of order.,Fanoušci byli stále mimo provoz.,657c4a7.jpeg,0.5921,0.6494,0.3934,0.5369,0.2883
I don't think we should use a brush.,Nemyslím si, že bychom měli použít štětec.,189049b.jpeg,0.6339,0.6884,0.3912,0.4739,0.2246
I don't think we should use a brush.,Nemyslím si, že bychom měli používat kartáček.,ff78fc7.jpeg,0.6173,0.6697,0.371,0.4611,0.2126
There's the horn.,Tady je klakson.,ed2221a.jpeg,0.5513,0.5506,0.5532,0.6072,0.3686
There's the horn.,Tady je klakson.,7d6fbfa.jpeg,0.5339,0.5506,0.4644,0.4899,0.24
Can you not see the red light?,Nevidíš červené světlo?,7241ebd.jpeg,0.5745,0.5796,0.5591,0.5736,0.3291
Can you not see the red light?,Nevidíš to červené světlo?,fb2edd5.jpeg,0.5634,0.5901,0.4729,0.543,0.2948
I know - good job there are showers.,Já vím - dobrá práce tam jsou sprchy.,a78f616.jpeg,0.6195,0.665,0.31,0.3834,0.147
I know - good job there are showers.,Já vím - dobrá práce, jsou tu sprchy.,3a1b985.jpeg,0.5904,0.6406,0.2861,0.4062,0.165
Like a bat?,Jako netopýr?,e40843b.jpeg,0.3804,0.376,0.3942,0.5581,0.3115
Like a bat?,Jako pálka?,c239573.jpeg,0.367,0.3426,0.4966,0.4337,0.1881
You should use a fork.,Měl bys použít vidličku.,1aea2b4.jpeg,0.6263,0.6814,0.4131,0.5087,0.2587
You should use a fork.,Měl bys použít vidličku.,bbad554.jpeg,0.6386,0.6814,0.391,0.4159,0.173
What a beautiful bass!,To je nádherná baska!,a96afbd.jpeg,0.5251,0.5704,0.3972,0.5952,0.3543
What a beautiful bass!,To je nádherný bass!,3165ef6.jpeg,0.6342,0.6935,0.3773,0.4807,0.231
A biker on the road.,Motorkář na silnici.,4ercqd74.jpeg,0.6674,0.6659,0.6707,0.6966,0.4852
A biker on the road.,Motorkář na silnici.,d56edd34.jpeg,0.6243,0.6659,0.5419,0.7107,0.5051
That's lots of bucks!,To je spousta dolarů!,bee3626.jpeg,0.6371,0.6832,0.3328,0.3895,0.1517
That's lots of bucks!,To je spousta babek!,7c4e078.jpeg,0.4787,0.5115,0.3687,0.546,0.2981
A person looking at a rock.,Člověk se dívá na skálu.,d052f05f.jpeg,0.6733,0.6911,0.6239,0.6013,0.3616
A person looking at a rock.,Člověk se dívá na kámen.,118a75ff.jpeg,0.7327,0.7927,0.4771,0.4847,0.2349
The lamp is tall and elegant.,Lampa je vysoká a elegantní.,5a43462.jpeg,0.7596,0.8511,0.5232,0.6222,0.3872
The lamp is tall and elegant.,Lampa je vysoká a elegantní.,ffda480.jpeg,0.7719,0.8511,0.4201,0.4744,0.225
Give me the file please.,Dej mi tu složku, prosím.,e740816.jpeg,0.3686,0.3866,0.2862,0.467,0.2181
Give me the file please.,Dej mi tu složku, prosím.,c47d9e24.jpeg,0.3719,0.3866,0.2522,0.3503,0.1227
The tube looks dirty!,Trubka vypadá špinavě!,27b9b32.jpeg,0.6457,0.6947,0.2606,0.3563,0.127
The tube looks dirty!,Ta trubice vypadá špinavě!,2535cf5.jpeg,0.5769,0.6312,0.3129,0.4535,0.2057
An animal sitting in a palm.,Zvíře sedící v palmě.,a9c0ad02.jpeg,0.755,0.8341,0.5508,0.6227,0.3878
An animal sitting in a palm.,Zvíře sedící v palmě.,638a4049.jpeg,0.7672,0.8341,0.4669,0.4722,0.223
Show me the ring!,Ukaž mi prsten!,32962fc.jpeg,0.5435,0.5605,0.4927,0.5784,0.3346
Show me the ring!,Ukaž mi ring!,f4217ff.jpeg,0.5675,0.5924,0.4027,0.3886,0.151
A man with a hat is smoking.,Muž s kloboukem kouří.,ee1f6c9.jpeg,0.743,0.7922,0.6578,0.7598,0.5772
A man with a hat is smoking.,Muž s kloboukem kouří.,33fbe77.jpeg,0.7393,0.7922,0.6413,0.7344,0.5394
A group of boys playing football.,Skupina kluků hraje fotbal.,787678e.jpeg,0.6477,0.7116,0.4723,0.6031,0.3638
A group of boys playing football.,Skupina chlapců hraje fotbal.,2db1e17.jpeg,0.7269,0.7713,0.616,0.6325,0.4001
Get away from the float!,Jděte pryč od plovoucího člunu!,a021362.jpeg,0.6559,0.6975,0.4709,0.4741,0.2248
Get away from the float!,Jděte od toho vozu!,48a50026.jpeg,0.4888,0.5182,0.3341,0.4354,0.1896
A woman is folding sheets.,Žena skládá prostěradla.,c82c823d.jpg,0.6225,0.6808,0.349,0.4618,0.2132
A woman is folding sheets.,Žena skládá prostěradla.,a5ee9d0.jpeg,0.6214,0.6808,0.4122,0.5331,0.2841
A boy using a compass.,Chlapec s kompasem.,00112e3.jpeg,0.6876,0.7446,0.5127,0.5708,0.3258
A boy using a compass.,Chlapec s kompasem.,edbb25a2.jpeg,0.6838,0.7446,0.4463,0.5056,0.2557
Could you fix the sink please?,Mohl byste opravit umyvadlo, prosím?,d8d0a9b.jpeg,0.3848,0.4091,0.3145,0.5886,0.3465
Could you fix the sink please?,Mohl byste opravit umyvadlo, prosím?,3ab2469.jpeg,0.3863,0.4091,0.3263,0.6158,0.3792
Look at the balloon!,Podívejte na ten balónek!,d33f4b4.jpeg,0.6361,0.6811,0.5098,0.597,0.3564
Look at the balloon!,Podívejte na balónek!,58aace5.jpeg,0.6375,0.6845,0.4883,0.5612,0.315
He seems to be enjoying the date!,Zdá se, že si rande užívá!,9e36a43.jpeg,0.6207,0.651,0.498,0.497,0.247
He seems to be enjoying the date!,Zdá se, že si datle užívá!,34965040.jpeg,0.6276,0.642,0.5248,0.374,0.1399
Don't eat the bones!,Nejez kosti!,5957d5c.jpeg,0.4244,0.4418,0.3297,0.4294,0.1844
Don't eat the bones!,Nejez ty kosti!,49ea273.jpeg,0.4188,0.4282,0.3761,0.4667,0.2178
Great, it's cricket season!,Skvěle, je kricketová sezóna!,8d852883.jpeg,0.5298,0.5541,0.4026,0.4366,0.1906
Great, it's cricket season!,Skvěle, je sezóna kriketu!,b25981e4.jpeg,0.4716,0.4949,0.2897,0.3577,0.128
We've got another jam I'm afraid.,Obávám se, že máme další zácpu.,75ddacf3.jpeg,0.4918,0.5053,0.3189,0.279,0.0779
We've got another jam I'm afraid.,Obávám se, že máme další zácpu.,fbe7b91d.jpeg,0.4866,0.5053,0.3204,0.3352,0.1124
Yes, it's his bar.,Ano, je to jeho bar.,51d84e9f.jpeg,0.5201,0.5529,0.4074,0.5394,0.291
Yes, it's his bar.,Ano, je to jeho bar.,cd40761f.jpeg,0.5241,0.5529,0.3684,0.43,0.1849
A minister is making a speech while holding a book.,Ministr pronáší proslov a drží knihu.,2139a010.jpeg,0.7255,0.7857,0.5857,0.6562,0.4306
A minister is making a speech while holding a book.,Kněz pronáší proslov a drží knihu.,1c56342c.jpeg,0.7627,0.7719,0.7465,0.7529,0.5668
He set about repairing his drawers.,Začal si opravovat šuplíky.,18289856.jpeg,0.5322,0.5493,0.3552,0.3109,0.0966
He set about repairing his drawers.,Začal opravovat své zásuvky.,9655583e.jpeg,0.5091,0.5355,0.3632,0.4248,0.1804
Do you know where my pants are?,Víš, kde mám kalhoty?,e7b25b62.jpeg,0.5557,0.5969,0.3885,0.4966,0.2466
Do you know where my pants are?,Víš, kde mám kalhoty?,0f0d614f.jpeg,0.5643,0.5969,0.3902,0.4331,0.1876
Did you make the table?,Udělal jsi ten stůl?,98064330.png,0.5111,0.5486,0.2833,0.4056,0.1645
Did you make the table?,Udělal jsi ten stůl?,ef36615f.jpeg,0.535,0.5486,0.4056,0.3243,0.1052
Give me the bill.,Dej mi ten účet.,67f4273e.jpeg,0.4318,0.4568,0.3338,0.5042,0.2542
Give me the bill.,Dej mi ten účet.,3cdf263f.jpeg,0.4273,0.4568,0.2713,0.4341,0.1884
I always remove the skin before eating.,Vždycky před jídlem odstraním kůži.,10024f9c.jpeg,0.5824,0.6276,0.4007,0.4988,0.2488
I always remove the skin before eating.,Vždycky před jídlem odstraním kůži.,6d3f6275.jpeg,0.5773,0.6276,0.4188,0.5631,0.3171
It's pool time!,Je čas na bazén!,945eaafe.jpeg,0.5456,0.5884,0.4293,0.6068,0.3683
It's pool time!,Je čas na kulečník!,f8f08662.jpeg,0.4707,0.4982,0.3379,0.4552,0.2072
The wheel seems to be blocked somehow.,Zdá se, že kolo je nějak zablokované.,62601802.jpeg,0.7102,0.7636,0.5581,0.593,0.3516
The wheel seems to be blocked somehow.,Zdá se, že volant je nějak zablokovaný.,d25f8b00.jpeg,0.591,0.6168,0.4969,0.5233,0.2739
Your punch is amazing!,Tvůj punč je úžasný!,ca74d696.jpeg,0.5983,0.6452,0.402,0.4889,0.239
Your punch is amazing!,Tvůj úder je úžasný!,33a17046.jpeg,0.452,0.4628,0.3667,0.3567,0.1273
My husband bought a chopper recently.,Můj manžel si nedávno koupil vrtulník.,b83a0d52.jpeg,0.5573,0.6084,0.3275,0.4719,0.2227
My husband bought a chopper recently.,Můj manžel si nedávno koupil vrtulník.,cf615703.jpeg,0.5851,0.6084,0.3741,0.3326,0.1106
You bought a new scarf, didn't you?,Koupila sis nový šátek, že jo?,bd7e6fd1.jpeg,0.5099,0.5451,0.3562,0.4784,0.2289
You bought a new scarf, didn't you?,Koupila sis nový šátek, že jo?,f36df8d4.jpeg,0.4996,0.5451,0.3611,0.5728,0.3281
We are under the canopy.,Jsme pod střechou.,275d8d87.jpeg,0.5066,0.5388,0.3427,0.4437,0.1968
We are under the canopy.,Jsme pod baldachýrem.,417a2e1b.jpeg,0.5301,0.56,0.4158,0.511,0.2611
The dummies need to be cleaned.,Panenky potřebují vyčistit.,860e2fac.jpeg,0.4589,0.4777,0.3002,0.3439,0.1182
The dummies need to be cleaned.,Panenky potřebují vyčistit.,1b2e7f19.jpeg,0.457,0.4777,0.3107,0.3762,0.1415
He wants to show me his spot.,Chce mi ukázat své místo.,dd57e9c4.jpeg,0.5607,0.5851,0.2889,0.2997,0.0898
He wants to show me his spot.,Chce mi ukázat své místo.,37b65d2c.jpeg,0.5651,0.5851,0.2281,0.2441,0.0596
Have you seen my pin?,Viděl jsi můj odznak?,aca94558.jpeg,0.4616,0.4748,0.3236,0.3095,0.0958
Have you seen my pin?,Neviděl jsi můj špendlík?,b764bfff.jpeg,0.4323,0.4462,0.3121,0.3394,0.1152
The scale is broken.,Váha je rozbitá.,28b179a0.jpeg,0.5564,0.5799,0.504,0.6701,0.449
The scale is broken.,Váha je rozbitá.,a42e8405.jpeg,0.5598,0.5799,0.2904,0.2731,0.0746
Someone should clean the window.,Někdo by měl vyčistit okno.,c0d48044.jpeg,0.7309,0.7804,0.4107,0.3931,0.1546
Someone should clean the window.,Někdo by měl vyčistit okno.,2baa9a21.jpeg,0.7221,0.7804,0.5305,0.5514,0.304
Don't let the kids play in the yard!,Nenechte děti hrát na dvorku!,58d45ce7.jpeg,0.594,0.6195,0.2855,0.2874,0.0826
Don't let the kids play in the yard!,Nenech děti hrát na dvorku!,b685970b.jpeg,0.45,0.474,0.247,0.3436,0.1181
The plug has stopped working, could you fix it?,Zapínač přestal fungovat, mohl byste ho opravit?,15ff842a.jpeg,0.5806,0.6139,0.378,0.405,0.164
The plug has stopped working, could you fix it?,Zapínač přestal fungovat, mohl byste ho opravit?,7f021dbf.jpeg,0.5723,0.6139,0.42,0.5223,0.2728
That's a small stone you have there.,To je malý kámen, který tam máš.,834c9575.jpeg,0.5975,0.6417,0.4497,0.5472,0.2994
That's a small stone you have there.,To je malý kámen.,94e1e71f.jpeg,0.5876,0.6283,0.3529,0.4165,0.1735
I dropped a clip on the floor but I'm not sure where.,Spadla mi spínačka na zem, ale nevím přesně kam.,0899e541.jpeg,0.4931,0.5213,0.3317,0.4178,0.1746
I dropped a clip on the floor but I'm not sure where.,Spadla mi spínačka na zem, ale nevím přesně kam.,407421d6.jpeg,0.4933,0.5213,0.2776,0.3602,0.1298
Hand me the dough!,Podej mi těsto!,3221b8a2.jpeg,0.5126,0.53,0.451,0.5317,0.2827
Hand me the dough!,Dej mi ty prachy!,a32d69d2.jpeg,0.2988,0.2975,0.3054,0.4523,0.2046
You need to get rid of the ashes.,Musíš se zbavit popela.,0a13492f.jpeg,0.6282,0.6791,0.3414,0.4215,0.1776
You need to get rid of the ashes.,Musíš se zbavit popela.,1cb7d406.jpeg,0.6324,0.6791,0.3879,0.4373,0.1912
She's got a bun in the oven.,Má v troubě buchtu.,acce2bc9.jpeg,0.3619,0.3698,0.2901,0.3323,0.1104
She's got a bun in the oven.,Má v troubě buchtu.,46dbc605.jpeg,0.3608,0.3698,0.3249,0.5,0.25
He's got balls!,Má koule!,2655a11f.jpeg,0.4509,0.4608,0.395,0.4226,0.1786
He's got balls!,Má koule!,6daef42a.jpeg,0.4465,0.4608,0.3371,0.3615,0.1307
Don't mess with the controller!,Nezahrávej si s řídícím!,2f851ed7.jpeg,0.5054,0.5194,0.3664,0.3182,0.1012
Don't mess with the controller!,Nezahrávejte si s ovladačem!,229d48e1.jpeg,0.5384,0.5588,0.4305,0.4343,0.1886
The deer was just looking straight at me.,Ten jelen se na mě díval.,6bd69bcb.jpeg,0.3442,0.3288,0.3771,0.6842,0.4681
The deer was just looking straight at me.,Ten jelen se díval přímo na mě.,b2ccd0d9.jpeg,0.4348,0.4638,0.3723,0.6815,0.4645
A doe in the field.,Séna na poli.,cfd47eb7.jpeg,0.2528,0.2252,0.3009,0.7588,0.5758
A doe in the field.,Svačka na poli.,6476789.jpeg,0.355,0.3509,0.3706,0.5102,0.2603
Don't look at the fly!,Nedívej se na mouchu!,b256d36e.jpeg,0.5519,0.5693,0.454,0.4228,0.1788
Don't look at the fly!,Nedívej se na mouchu!,e11c1505.jpeg,0.5471,0.5693,0.287,0.2922,0.0854
He bought his own plane.,Koupil si vlastní letadlo.,57c4057c.jpeg,0.6137,0.6426,0.4834,0.4713,0.2221
He bought his own plane.,Koupil si vlastní letadlo.,488a2f83.jpeg,0.6127,0.6426,0.2508,0.2874,0.0826
Look at her face, she has a flush!,Podívej se na její obličej, má červenou!,77e96961.jpeg,0.7019,0.7395,0.6026,0.6157,0.379
Look at her face, she has a flush!,Podívej se na její obličej, má flush!,e4889d27.jpeg,0.7126,0.7543,0.2576,0.3029,0.0917
Your gum doesn't look good!,Tvoje dásně nevypadá dobře!,8ac8d99a.jpeg,0.5048,0.5469,0.3596,0.5387,0.2902
Your gum doesn't look good!,Tvoje žvýkačka nevypadá dobře!,cb6326ed.jpeg,0.6123,0.666,0.4481,0.5719,0.3271
It must be the spirits!,To musí být duchové!,9f4d432f.jpeg,0.4317,0.4524,0.3457,0.4905,0.2406
It must be the spirits!,To musí být alkohol!,bf89c490.jpeg,0.4074,0.4031,0.4249,0.493,0.243
The soles were stinky.,Podpatky smrděly.,2c7ba1fd.jpeg,0.5524,0.5846,0.238,0.3197,0.1022
The soles were stinky.,Podpatky smrděly.,ac7df394.jpeg,0.5489,0.5846,0.3671,0.4428,0.196
A person with a yellow jacket is waiting for something.,Osoba v žluté bundě na něco čeká.,c7d1e8b3.jpeg,0.7218,0.7796,0.5674,0.6116,0.374
A person with a yellow jacket is waiting for something.,Člověk v žluté bundě na něco čeká.,41fe2d75.jpeg,0.7388,0.7831,0.617,0.6032,0.3639
I appear to have lost a couple of pounds.,Zdá se, že jsem shodil pár kilo.,024779eb.jpeg,0.5903,0.617,0.4755,0.4824,0.2327
I appear to have lost a couple of pounds.,Zdá se, že jsem ztratil pár liber.,413aebc3.jpeg,0.6312,0.6592,0.4094,0.3551,0.1261
You really need to give the pipes a good clean every now and then.,Ty trubky musíš pořádně vyčistit.,deae3d1c.jpeg,0.5869,0.6168,0.4728,0.5119,0.262
You really need to give the pipes a good clean every now and then.,Ty trubky musíš pořádně vyčistit.,aced3462.jpeg,0.5859,0.6168,0.3363,0.3522,0.1241
This wedge is all rotten.,Ten klín je celý shnilý.,d31ef202.jpeg,0.287,0.282,0.3058,0.5151,0.2653
This wedge is all rotten.,Tenhle klín je celý shnilý.,c4a03333.jpeg,0.327,0.33,0.3125,0.454,0.2061
His shoe just fell off in the field.,Jeho bota právě spadla na poli.,60f2ad42.jpeg,0.6033,0.6501,0.4386,0.533,0.2841
His shoe just fell off in the field.,Jeho bota právě spadla na poli.,25f73d6a.jpeg,0.6072,0.6501,0.3869,0.4417,0.1951
Give me his record, please.,Dejte mi jeho záznam, prosím.,7f61ac4f.jpeg,0.4502,0.4667,0.3323,0.3743,0.1401
Give me his record, please.,Dej mi jeho desku, prosím.,973a12ea.jpeg,0.3159,0.3187,0.2991,0.4124,0.1701
That's a wonderful train, isn't it?,To je nádherný vlak, že?,9e1a414c.jpeg,0.615,0.6581,0.4728,0.5501,0.3026
That's a wonderful train, isn't it?,To je nádherný vlak, že?,cc4316b3.jpeg,0.6291,0.6581,0.3526,0.3238,0.1049
Have you seen the ruler?,Viděl jsi tu pravítko?,082e6875.jpeg,0.4056,0.4417,0.2538,0.4876,0.2377
Have you seen the ruler?,Viděl jsi vládce?,e4887243.jpeg,0.4155,0.419,0.3888,0.3619,0.131
Look under the hood!,Podívejte se pod kapotu!,076f318e.jpeg,0.5921,0.6004,0.5582,0.4959,0.2459
Look under the hood!,Podívejte se pod kapotu!,4302100d.jpeg,0.5786,0.6004,0.3941,0.3436,0.1181
Subway? It's your call.,Je to na tobě.,1e3b0ca8.jpeg,0.3301,0.329,0.3334,0.5585,0.3119
Subway? It's your call.,Je to na vás.,570a6334.jpeg,0.2599,0.2331,0.3845,0.4643,0.2156
What is that sign? I've never seen it before.,Co je to za znamení?,e3229bf5.jpeg,0.3866,0.394,0.3418,0.4074,0.166
What is that sign? I've never seen it before.,Co je to za znamení?,207966ae.jpeg,0.3834,0.394,0.354,0.6011,0.3613
Look, he has a leg injury.,Podívej, má zranění nohy.,67de15f9.jpeg,0.5804,0.6069,0.4058,0.3898,0.1519
Look, he has a leg injury.,Podívej, má zranění nohy.,f98d9c9f.jpeg,0.5955,0.6069,0.5479,0.4906,0.2407
He is an experienced rider.,Je to zkušený jezdec.,6d077744.jpeg,0.5569,0.5922,0.4106,0.4909,0.241
He is an experienced rider.,Je to zkušený jezdec.,8f6ff93a.jpeg,0.541,0.5922,0.3543,0.5233,0.2739
Last weekend, we went to the racetrack.,Minulý víkend jsme šli na závodní dráhu.,86a567a8.jpeg,0.6793,0.739,0.4701,0.5341,0.2853
Last weekend, we went to the racetrack.,Minulý víkend jsme šli na závodní dráhu.,c1ba9bc9.jpeg,0.6592,0.739,0.3988,0.5538,0.3067
Wow, the model is beautiful!,Páni, ten model je krásný!,ade009ad.jpeg,0.5807,0.6207,0.3464,0.413,0.1705
Wow, the model is beautiful!,Páni, ta modelka je krásná!,46f204b2.jpeg,0.5835,0.5942,0.5135,0.3911,0.1529
The dock is made of wood and is relatively sturdy.,Dok je ze dřeva a je poměrně robustní.,527d027b.jpeg,0.5313,0.5319,0.5295,0.5496,0.3021
The dock is made of wood and is relatively sturdy.,Přístav je ze dřeva a je poměrně pevný.,4a366ec6.jpeg,0.6938,0.7435,0.6,0.7282,0.5303
Why do I get the impression he really likes drills?,Proč mám dojem, že má opravdu rád cvičení?,68c433ba.jpeg,0.5617,0.5899,0.3417,0.3581,0.1282
Why do I get the impression he really likes drills?,Proč mám pocit, že má rád vrtáky?,912b8ee3.jpeg,0.5627,0.5943,0.3604,0.395,0.1561
He is sitting on the trunk.,Sedí na kmeně.,335b3281.jpeg,0.5918,0.61,0.4695,0.3856,0.1487
He is sitting on the trunk.,Sedí na kufru.,a5f72754.jpeg,0.5683,0.605,0.3445,0.4049,0.164
The ball lasted a really long time, well worth the money!,Ten ples trval opravdu dlouho, a stálo to za to!,20217a1a.jpeg,0.4563,0.4705,0.269,0.2756,0.076
The ball lasted a really long time, well worth the money!,Míč vydržel opravdu dlouho, za ty peníze to stálo!,c623d53b.jpeg,0.6152,0.6703,0.3617,0.4662,0.2174
He took the lead.,Vzal vedení.,b5c98a9e.jpeg,0.4674,0.4882,0.3608,0.4417,0.1951
He took the lead.,Vzal si vedení.,6f82a941.jpeg,0.4339,0.4514,0.3667,0.5118,0.262
Have you got any coke?,Máte nějakou kolu?,264ae5e9.jpeg,0.3998,0.4064,0.3696,0.4695,0.2204
Have you got any coke?,Máš nějaký koks?,115bec66.jpeg,0.4875,0.496,0.4297,0.3833,0.147
This dog's muzzle is weird.,Tenhle pes má divnou hubu.,b7320652.jpeg,0.3894,0.4253,0.3047,0.651,0.4237
This dog's muzzle is weird.,Tenhle pes má divnou hubu.,4fd8f02b.jpeg,0.4048,0.4253,0.3485,0.6039,0.3647
Can you not hear the roar?,Neslyšíš ten řev?,450cdf0d.jpeg,0.4605,0.4899,0.3476,0.511,0.2611
Can you not hear the roar?,Neslyšíte ten řev?,7a2c2848.jpeg,0.4482,0.4744,0.2748,0.3892,0.1515
Hand me the spade.,Podej mi lopatu.,acf5e2d2.jpeg,0.5327,0.5683,0.3357,0.4246,0.1803
Hand me the spade.,Podej mi lopatu.,e82edf58.jpeg,0.5435,0.5683,0.4374,0.4825,0.2328
He had a nice cold beer out on the deck.,Měl pěkné studené pivo na palubě.,06c95da3.jpeg,0.6481,0.6784,0.4034,0.3518,0.1238
He had a nice cold beer out on the deck.,Měl pěkné studené pivo na palubě.,83a1ed92.jpeg,0.638,0.6784,0.348,0.3732,0.1393
