Source, Candidate, Image, Final_Score, Text_Fidelity (Src-Tgt), Visual_Grounding (Tgt-Img), Image_Relevance (Src-Img), Fusion_Weight
We're going to have to do without the poker then.,Dann müssen wir auf das Pokern verzichten.,c0816da.jpeg,0.59,0.6091,0.4747,0.4074,0.166
We're going to have to do without the poker then.,Dann müssen wir auf das Pokern verzichten.,32da2f5.jpeg,0.5806,0.6091,0.2969,0.3173,0.1007
I don't give a damn about the cup.,Der Kelch ist mir scheißegal.,2f05055.jpeg,0.4661,0.4794,0.3969,0.4374,0.1913
I don't give a damn about the cup.,Der Kelch ist mir scheißegal.,247987b2.jpeg,0.4499,0.4794,0.3311,0.4984,0.2484
The fans were still out of order.,Die Fans waren immer noch außer Betrieb.,0316663.jpeg,0.6785,0.7038,0.5018,0.3784,0.1432
The fans were still out of order.,Die Fans waren immer noch außer Betrieb.,657c4a7.jpeg,0.6409,0.7038,0.4228,0.5369,0.2883
I don't think we should use a brush.,Ich denke nicht, dass wir eine Bürste benutzen sollten.,189049b.jpeg,0.6249,0.6616,0.4613,0.4739,0.2246
I don't think we should use a brush.,Ich denke nicht, dass wir eine Bürste benutzen sollten.,ff78fc7.jpeg,0.6204,0.6616,0.4264,0.4611,0.2126
There's the horn.,Da ist das Horn.,ed2221a.jpeg,0.4851,0.487,0.48,0.6072,0.3686
There's the horn.,Da ist das Horn.,7d6fbfa.jpeg,0.4747,0.487,0.4235,0.4899,0.24
Can you not see the red light?,Kannst du das rote Licht nicht sehen?,7241ebd.jpeg,0.6599,0.7068,0.5171,0.5736,0.3291
Can you not see the red light?,Kannst du das rote Licht nicht sehen?,fb2edd5.jpeg,0.6538,0.7068,0.4741,0.543,0.2948
I know - good job there are showers.,Ich weiß - gute Arbeit gibt es Duschen.,a78f616.jpeg,0.6379,0.6867,0.3055,0.3834,0.147
I know - good job there are showers.,Ich weiß - gute Arbeit gibt es Duschen.,3a1b985.jpeg,0.6371,0.6867,0.3363,0.4062,0.165
Like a bat?,Wie eine Fledermaus?,e40843b.jpeg,0.5039,0.4938,0.5365,0.5581,0.3115
Like a bat?,Wie eine Fledermaus?,c239573.jpeg,0.4707,0.4938,0.3481,0.4337,0.1881
You should use a fork.,Du solltest eine Gabel benutzen.,1aea2b4.jpeg,0.6059,0.652,0.4274,0.5087,0.2587
You should use a fork.,Du solltest eine Gabel benutzen.,bbad554.jpeg,0.6136,0.652,0.3915,0.4159,0.173
What a beautiful bass!,Was für ein schöner Bass!,a96afbd.jpeg,0.6794,0.741,0.5055,0.5952,0.3543
What a beautiful bass!,Was für ein schöner Bass!,3165ef6.jpeg,0.678,0.741,0.4052,0.4807,0.231
A biker on the road.,Ein Biker auf der Straße.,4ercqd74.jpeg,0.8089,0.8549,0.7141,0.6966,0.4852
A biker on the road.,Ein Biker auf der Straße.,d56edd34.jpeg,0.7934,0.8549,0.6717,0.7107,0.5051
That's lots of bucks!,Das ist viel Geld!,bee3626.jpeg,0.5973,0.6347,0.3507,0.3895,0.1517
That's lots of bucks!,Das ist viel Geld!,7c4e078.jpeg,0.6297,0.6347,0.6129,0.546,0.2981
A person looking at a rock.,Eine Person, die auf einen Felsen schaut.,d052f05f.jpeg,0.6972,0.7188,0.6375,0.6013,0.3616
A person looking at a rock.,Eine Person, die auf einen Felsen schaut.,118a75ff.jpeg,0.6726,0.7188,0.4759,0.4847,0.2349
The lamp is tall and elegant.,Die Lampe ist groß und elegant.,5a43462.jpeg,0.7176,0.7665,0.5912,0.6222,0.3872
The lamp is tall and elegant.,Die Lampe ist groß und elegant.,ffda480.jpeg,0.6982,0.7665,0.3947,0.4744,0.225
Give me the file please.,Geben Sie mir bitte die Akte.,e740816.jpeg,0.4858,0.494,0.4481,0.467,0.2181
Give me the file please.,Geben Sie mir bitte die Akte.,c47d9e24.jpeg,0.483,0.494,0.3934,0.3503,0.1227
The tube looks dirty!,Die Röhre sieht schmutzig aus!,27b9b32.jpeg,0.7011,0.7564,0.2655,0.3563,0.127
The tube looks dirty!,Die Röhre sieht schmutzig aus!,2535cf5.jpeg,0.693,0.7564,0.3849,0.4535,0.2057
An animal sitting in a palm.,Ein Tier, das in einer Handfläche sitzt.,a9c0ad02.jpeg,0.5654,0.6128,0.4432,0.6227,0.3878
An animal sitting in a palm.,Ein Tier, das in einer Handfläche sitzt.,638a4049.jpeg,0.6127,0.6128,0.6119,0.4722,0.223
Show me the ring!,Zeig mir den Ring!,32962fc.jpeg,0.6275,0.6609,0.5278,0.5784,0.3346
Show me the ring!,Zeig mir den Ring!,f4217ff.jpeg,0.6253,0.6609,0.3901,0.3886,0.151
A man with a hat is smoking.,Ein Mann mit Hut raucht.,ee1f6c9.jpeg,0.834,0.8905,0.7362,0.7598,0.5772
A man with a hat is smoking.,Ein Mann mit Hut raucht.,33fbe77.jpeg,0.8355,0.8905,0.7335,0.7344,0.5394
A group of boys playing football.,Eine Gruppe von Jungs, die Fußball spielen.,787678e.jpeg,0.7349,0.8077,0.5348,0.6031,0.3638
A group of boys playing football.,Eine Gruppe von Jungs, die Fußball spielen.,2db1e17.jpeg,0.7593,0.8077,0.6385,0.6325,0.4001
Get away from the float!,Weg vom Schwimmer!,a021362.jpeg,0.4355,0.4604,0.3243,0.4741,0.2248
Get away from the float!,Weg vom Schwimmer!,48a50026.jpeg,0.4265,0.4604,0.2477,0.4354,0.1896
A woman is folding sheets.,Eine Frau faltet Blätter.,c82c823d.jpg,0.6991,0.7464,0.4775,0.4618,0.2132
A woman is folding sheets.,Eine Frau faltet Blätter.,a5ee9d0.jpeg,0.685,0.7464,0.4691,0.5331,0.2841
A boy using a compass.,Ein Junge, der einen Kompass benutzt.,00112e3.jpeg,0.7615,0.8328,0.5425,0.5708,0.3258
A boy using a compass.,Ein Junge, der einen Kompass benutzt.,edbb25a2.jpeg,0.7614,0.8328,0.4823,0.5056,0.2557
Could you fix the sink please?,Könnten Sie bitte das Waschbecken reparieren?,d8d0a9b.jpeg,0.5801,0.6362,0.4184,0.5886,0.3465
Could you fix the sink please?,Könnten Sie bitte das Waschbecken reparieren?,3ab2469.jpeg,0.5919,0.6362,0.475,0.6158,0.3792
Look at the balloon!,Sieh dir den Ballon an!,d33f4b4.jpeg,0.6357,0.6719,0.534,0.597,0.3564
Look at the balloon!,Sieh dir den Ballon an!,58aace5.jpeg,0.6324,0.6719,0.5069,0.5612,0.315
He seems to be enjoying the date!,Er scheint die Verabredung zu genießen!,9e36a43.jpeg,0.6225,0.661,0.4663,0.497,0.247
He seems to be enjoying the date!,Er scheint die Verabredung zu genießen!,34965040.jpeg,0.6219,0.661,0.3418,0.374,0.1399
Don't eat the bones!,Iss die Knochen nicht!,5957d5c.jpeg,0.4743,0.4815,0.4352,0.4294,0.1844
Don't eat the bones!,Iss die Knochen nicht!,49ea273.jpeg,0.4798,0.4815,0.4719,0.4667,0.2178
The match lasted a long time!,Das Spiel dauerte lange!,66639c14.jpeg,0.6348,0.6887,0.3927,0.4719,0.2227
The match lasted a long time!,Das Spiel dauerte lange!,14d08bc6.jpeg,0.6278,0.6887,0.3416,0.4611,0.2126
Great, it's cricket season!,Toll, es ist Cricket-Saison!,8d852883.jpeg,0.4226,0.4248,0.4109,0.4366,0.1906
Great, it's cricket season!,Toll, es ist Cricket-Saison!,b25981e4.jpeg,0.4054,0.4248,0.2542,0.3577,0.128
We've got another jam I'm afraid.,Ich fürchte, wir haben noch eine Marmelade.,75ddacf3.jpeg,0.4907,0.5045,0.3143,0.279,0.0779
We've got another jam I'm afraid.,Ich fürchte, wir haben noch eine Marmelade.,fbe7b91d.jpeg,0.4869,0.5045,0.3304,0.3352,0.1124
Yes, it's his bar.,Ja, es ist seine Bar.,51d84e9f.jpeg,0.6727,0.7286,0.4805,0.5394,0.291
Yes, it's his bar.,Ja, es ist seine Bar.,cd40761f.jpeg,0.6719,0.7286,0.3652,0.43,0.1849
A minister is making a speech while holding a book.,Ein Pfarrer hält eine Rede, während er ein Buch hält.,2139a010.jpeg,0.7239,0.7848,0.5822,0.6562,0.4306
A minister is making a speech while holding a book.,Ein Pfarrer hält eine Rede, während er ein Buch hält.,1c56342c.jpeg,0.7818,0.7848,0.7764,0.7529,0.5668
He set about repairing his drawers.,Er wollte seine Schubladen reparieren.,18289856.jpeg,0.5994,0.6253,0.3318,0.3109,0.0966
He set about repairing his drawers.,Er wollte seine Schubladen reparieren.,9655583e.jpeg,0.5982,0.6253,0.4477,0.4248,0.1804
Do you know where my pants are?,Weißt du, wo meine Hose ist?,e7b25b62.jpeg,0.6571,0.7287,0.3668,0.4966,0.2466
Do you know where my pants are?,Weißt du, wo meine Hose ist?,0f0d614f.jpeg,0.6666,0.7287,0.336,0.4331,0.1876
Did you make the table?,Hast du den Tisch gemacht?,98064330.png,0.5236,0.5542,0.3375,0.4056,0.1645
Did you make the table?,Hast du den Tisch gemacht?,ef36615f.jpeg,0.5417,0.5542,0.4225,0.3243,0.1052
Give me the bill.,Gib mir die Rechnung.,67f4273e.jpeg,0.5602,0.5818,0.4752,0.5042,0.2542
Give me the bill.,Gib mir die Rechnung.,3cdf263f.jpeg,0.5459,0.5818,0.3559,0.4341,0.1884
I always remove the skin before eating.,Ich entferne die Haut immer vor dem Essen.,10024f9c.jpeg,0.5537,0.5891,0.4114,0.4988,0.2488
I always remove the skin before eating.,Ich entferne die Haut immer vor dem Essen.,6d3f6275.jpeg,0.5518,0.5891,0.4345,0.5631,0.3171
It's pool time!,Es ist Zeit für den Pool!,945eaafe.jpeg,0.6518,0.706,0.5046,0.6068,0.3683
It's pool time!,Es ist Zeit für den Pool!,f8f08662.jpeg,0.6577,0.706,0.4246,0.4552,0.2072
The wheel seems to be blocked somehow.,Das Rad scheint irgendwie blockiert zu sein.,62601802.jpeg,0.723,0.7983,0.5092,0.593,0.3516
The wheel seems to be blocked somehow.,Das Rad scheint irgendwie blockiert zu sein.,d25f8b00.jpeg,0.7201,0.7983,0.4347,0.5233,0.2739
Your punch is amazing!,Dein Schlag ist unglaublich!,ca74d696.jpeg,0.4249,0.4639,0.262,0.4889,0.239
Your punch is amazing!,Dein Schlag ist unglaublich!,33a17046.jpeg,0.45,0.4639,0.3408,0.3567,0.1273
My husband bought a chopper recently.,Mein Mann hat kürzlich einen Hubschrauber gekauft.,b83a0d52.jpeg,0.5265,0.5862,0.2584,0.4719,0.2227
My husband bought a chopper recently.,Mein Mann hat kürzlich einen Hubschrauber gekauft.,cf615703.jpeg,0.5683,0.5862,0.4063,0.3326,0.1106
You bought a new scarf, didn't you?,Du hast einen neuen Schal gekauft, oder?,bd7e6fd1.jpeg,0.6728,0.738,0.388,0.4784,0.2289
You bought a new scarf, didn't you?,Du hast einen neuen Schal gekauft, oder?,f36df8d4.jpeg,0.6829,0.738,0.5151,0.5728,0.3281
We are under the canopy.,Wir sind unter dem Baldachin.,275d8d87.jpeg,0.6219,0.6848,0.3025,0.4437,0.1968
We are under the canopy.,Wir sind unter dem Baldachin.,417a2e1b.jpeg,0.6356,0.6848,0.4471,0.511,0.2611
The dummies need to be cleaned.,Die Dummies müssen gereinigt werden.,860e2fac.jpeg,0.7454,0.798,0.3007,0.3439,0.1182
The dummies need to be cleaned.,Die Dummies müssen gereinigt werden.,1b2e7f19.jpeg,0.7431,0.798,0.3553,0.3762,0.1415
He wants to show me his spot.,Er will mir seinen Platz zeigen.,dd57e9c4.jpeg,0.6095,0.6367,0.3061,0.2997,0.0898
He wants to show me his spot.,Er will mir seinen Platz zeigen.,37b65d2c.jpeg,0.6143,0.6367,0.2372,0.2441,0.0596
Have you seen my pin?,Hast du meine Nadel gesehen?,aca94558.jpeg,0.4657,0.4855,0.2588,0.3095,0.0958
Have you seen my pin?,Hast du meine Nadel gesehen?,b764bfff.jpeg,0.4748,0.4855,0.3813,0.3394,0.1152
The scale is broken.,Die Skala ist gebrochen.,28b179a0.jpeg,0.5986,0.6439,0.4976,0.6701,0.449
The scale is broken.,Die Skala ist gebrochen.,a42e8405.jpeg,0.6218,0.6439,0.3244,0.2731,0.0746
Someone should clean the window.,Jemand sollte das Fenster putzen.,c0d48044.jpeg,0.6781,0.7175,0.423,0.3931,0.1546
Someone should clean the window.,Jemand sollte das Fenster putzen.,2baa9a21.jpeg,0.692,0.7175,0.608,0.5514,0.304
Don't let the kids play in the yard!,Lass die Kinder nicht im Hof spielen!,58d45ce7.jpeg,0.6452,0.6738,0.299,0.2874,0.0826
Don't let the kids play in the yard!,Lass die Kinder nicht im Hof spielen!,b685970b.jpeg,0.6376,0.6738,0.3308,0.3436,0.1181
The plug has stopped working, could you fix it?,Der Stecker funktioniert nicht mehr, könnten Sie ihn reparieren?,15ff842a.jpeg,0.6325,0.6807,0.339,0.405,0.164
The plug has stopped working, could you fix it?,Der Stecker funktioniert nicht mehr, könnten Sie ihn reparieren?,7f021dbf.jpeg,0.6337,0.6807,0.4615,0.5223,0.2728
That's a small stone you have there.,Das ist ein kleiner Stein, den du da hast.,834c9575.jpeg,0.7017,0.7422,0.5663,0.5472,0.2994
That's a small stone you have there.,Das ist ein kleiner Stein, den du da hast.,94e1e71f.jpeg,0.6958,0.7422,0.4283,0.4165,0.1735
I dropped a clip on the floor but I'm not sure where.,Ich habe einen Clip auf den Boden fallen lassen, aber ich weiß nicht, wo.,0899e541.jpeg,0.6684,0.7156,0.398,0.4178,0.1746
I dropped a clip on the floor but I'm not sure where.,Ich habe einen Clip auf den Boden fallen lassen, aber ich weiß nicht, wo.,407421d6.jpeg,0.673,0.7156,0.3442,0.3602,0.1298
Hand me the dough!,Gib mir das Geld!,3221b8a2.jpeg,0.3781,0.3805,0.3697,0.5317,0.2827
Hand me the dough!,Gib mir das Geld!,a32d69d2.jpeg,0.4043,0.3805,0.5207,0.4523,0.2046
You need to get rid of the ashes.,Du musst die Asche loswerden.,0a13492f.jpeg,0.6182,0.6644,0.3577,0.4215,0.1776
You need to get rid of the ashes.,Du musst die Asche loswerden.,1cb7d406.jpeg,0.6185,0.6644,0.3781,0.4373,0.1912
She's got a bun in the oven.,Sie hat ein Brötchen im Ofen.,acce2bc9.jpeg,0.5494,0.561,0.4439,0.3323,0.1104
She's got a bun in the oven.,Sie hat ein Brötchen im Ofen.,46dbc605.jpeg,0.5279,0.561,0.3951,0.5,0.25
He's got balls!,Er hat Eier!,2655a11f.jpeg,0.5644,0.5847,0.4511,0.4226,0.1786
He's got balls!,Er hat Eier!,6daef42a.jpeg,0.5584,0.5847,0.3576,0.3615,0.1307
Don't mess with the controller!,Leg dich nicht mit dem Controller an!,2f851ed7.jpeg,0.5748,0.6013,0.3129,0.3182,0.1012
Don't mess with the controller!,Leg dich nicht mit dem Controller an!,229d48e1.jpeg,0.5838,0.6013,0.4913,0.4343,0.1886
The deer was just looking straight at me.,Das Reh schaute mich gerade an.,6bd69bcb.jpeg,0.6187,0.6559,0.5393,0.6842,0.4681
The deer was just looking straight at me.,Das Reh schaute mich gerade an.,b2ccd0d9.jpeg,0.6168,0.6559,0.5327,0.6815,0.4645
A doe in the field.,Ein Doe auf dem Feld.,cfd47eb7.jpeg,0.7845,0.8234,0.717,0.7588,0.5758
A doe in the field.,Ein Doe auf dem Feld.,6476789.jpeg,0.7484,0.8234,0.4603,0.5102,0.2603
Don't look at the fly!,Schau nicht auf die Fliege!,b256d36e.jpeg,0.6415,0.6852,0.3966,0.4228,0.1788
Don't look at the fly!,Schau nicht auf die Fliege!,e11c1505.jpeg,0.6558,0.6852,0.3115,0.2922,0.0854
He bought his own plane.,Er hat sein eigenes Flugzeug gekauft.,57c4057c.jpeg,0.7087,0.7484,0.5301,0.4713,0.2221
He bought his own plane.,Er hat sein eigenes Flugzeug gekauft.,488a2f83.jpeg,0.712,0.7484,0.2709,0.2874,0.0826
Look at her face, she has a flush!,Sieh dir ihr Gesicht an, sie hat einen Flush!,77e96961.jpeg,0.71,0.7537,0.5946,0.6157,0.379
Look at her face, she has a flush!,Sieh dir ihr Gesicht an, sie hat einen Flush!,e4889d27.jpeg,0.7111,0.7537,0.2467,0.3029,0.0917
Your gum doesn't look good!,Dein Kaugummi sieht nicht gut aus!,8ac8d99a.jpeg,0.6528,0.7188,0.4251,0.5387,0.2902
Your gum doesn't look good!,Dein Kaugummi sieht nicht gut aus!,cb6326ed.jpeg,0.6547,0.7188,0.4587,0.5719,0.3271
It must be the spirits!,Es müssen die Geister sein!,9f4d432f.jpeg,0.5473,0.5679,0.4618,0.4905,0.2406
It must be the spirits!,Es müssen die Geister sein!,bf89c490.jpeg,0.5229,0.5679,0.3377,0.493,0.243
The soles were stinky.,Die Sohlen waren stinkig.,2c7ba1fd.jpeg,0.7455,0.7937,0.274,0.3197,0.1022
The soles were stinky.,Die Sohlen waren stinkig.,ac7df394.jpeg,0.7348,0.7937,0.4342,0.4428,0.196
A person with a yellow jacket is waiting for something.,Eine Person mit einer gelben Jacke wartet auf etwas.,c7d1e8b3.jpeg,0.8084,0.8884,0.5944,0.6116,0.374
A person with a yellow jacket is waiting for something.,Eine Person mit einer gelben Jacke wartet auf etwas.,41fe2d75.jpeg,0.8096,0.8884,0.5931,0.6032,0.3639
I appear to have lost a couple of pounds.,Ich habe wohl ein paar Pfunde verloren.,024779eb.jpeg,0.5796,0.6027,0.4806,0.4824,0.2327
I appear to have lost a couple of pounds.,Ich habe wohl ein paar Pfunde verloren.,413aebc3.jpeg,0.573,0.6027,0.3376,0.3551,0.1261
You really need to give the pipes a good clean every now and then.,Man muss den Rohren ab und zu eine gute Reinigung geben.,deae3d1c.jpeg,0.6044,0.644,0.4534,0.5119,0.262
You really need to give the pipes a good clean every now and then.,Man muss den Rohren ab und zu eine gute Reinigung geben.,aced3462.jpeg,0.6076,0.644,0.3148,0.3522,0.1241
This wedge is all rotten.,Dieser Keil ist alles verfault.,d31ef202.jpeg,0.5519,0.5825,0.4365,0.5151,0.2653
This wedge is all rotten.,Dieser Keil ist alles verfault.,c4a03333.jpeg,0.5445,0.5825,0.36,0.454,0.2061
His shoe just fell off in the field.,Sein Schuh fiel gerade auf dem Feld ab.,60f2ad42.jpeg,0.7332,0.7752,0.5854,0.533,0.2841
His shoe just fell off in the field.,Sein Schuh fiel gerade auf dem Feld ab.,25f73d6a.jpeg,0.723,0.7752,0.4555,0.4417,0.1951
Give me his record, please.,Geben Sie mir seine Akte, bitte.,7f61ac4f.jpeg,0.5418,0.5647,0.378,0.3743,0.1401
Give me his record, please.,Geben Sie mir seine Akte, bitte.,973a12ea.jpeg,0.5286,0.5647,0.3159,0.4124,0.1701
That's a wonderful train, isn't it?,Das ist ein wunderbarer Zug, nicht wahr?,9e1a414c.jpeg,0.6817,0.735,0.5056,0.5501,0.3026
That's a wonderful train, isn't it?,Das ist ein wunderbarer Zug, nicht wahr?,cc4316b3.jpeg,0.698,0.735,0.3449,0.3238,0.1049
Have you seen the ruler?,Hast du den Herrscher gesehen?,082e6875.jpeg,0.4442,0.4841,0.2767,0.4876,0.2377
Have you seen the ruler?,Hast du den Herrscher gesehen?,e4887243.jpeg,0.4825,0.4841,0.4701,0.3619,0.131
Look under the hood!,Schaut unter die Haube!,076f318e.jpeg,0.5552,0.5497,0.5778,0.4959,0.2459
Look under the hood!,Schaut unter die Haube!,4302100d.jpeg,0.5322,0.5497,0.3839,0.3436,0.1181
Subway? It's your call.,Es ist deine Entscheidung.,1e3b0ca8.jpeg,0.3646,0.3794,0.3172,0.5585,0.3119
Subway? It's your call.,Es ist deine Entscheidung.,570a6334.jpeg,0.3605,0.3794,0.273,0.4643,0.2156
What is that sign? I've never seen it before.,Ich habe es noch nie gesehen.,e3229bf5.jpeg,0.2763,0.2668,0.3335,0.4074,0.166
What is that sign? I've never seen it before.,Ich habe es noch nie gesehen.,207966ae.jpeg,0.2747,0.2668,0.2967,0.6011,0.3613
Look, he has a leg injury.,Er hat eine Beinverletzung.,67de15f9.jpeg,0.6949,0.7401,0.3973,0.3898,0.1519
Look, he has a leg injury.,Er hat eine Beinverletzung.,f98d9c9f.jpeg,0.7109,0.7401,0.5894,0.4906,0.2407
He is an experienced rider.,Er ist ein erfahrener Reiter.,6d077744.jpeg,0.6915,0.7474,0.4593,0.4909,0.241
He is an experienced rider.,Er ist ein erfahrener Reiter.,8f6ff93a.jpeg,0.6804,0.7474,0.4358,0.5233,0.2739
Last weekend, we went to the racetrack.,Letztes Wochenende waren wir auf der Rennstrecke.,86a567a8.jpeg,0.6863,0.743,0.4873,0.5341,0.2853
Last weekend, we went to the racetrack.,Letztes Wochenende waren wir auf der Rennstrecke.,c1ba9bc9.jpeg,0.6669,0.743,0.4186,0.5538,0.3067
The dock is made of wood and is relatively sturdy.,Das Dock ist aus Holz und ist relativ robust.,527d027b.jpeg,0.7935,0.8735,0.5285,0.5496,0.3021
The dock is made of wood and is relatively sturdy.,Das Dock ist aus Holz und ist relativ robust.,4a366ec6.jpeg,0.8085,0.8735,0.686,0.7282,0.5303
Why do I get the impression he really likes drills?,Warum habe ich den Eindruck, dass er Übungen mag?,68c433ba.jpeg,0.584,0.6178,0.3203,0.3581,0.1282
Why do I get the impression he really likes drills?,Warum habe ich den Eindruck, dass er Übungen mag?,912b8ee3.jpeg,0.5723,0.6178,0.2806,0.395,0.1561
He is sitting on the trunk.,Er sitzt auf dem Kofferraum.,335b3281.jpeg,0.7126,0.7654,0.3577,0.3856,0.1487
He is sitting on the trunk.,Er sitzt auf dem Kofferraum.,a5f72754.jpeg,0.7168,0.7654,0.4206,0.4049,0.164
The ball lasted a really long time, well worth the money!,Der Ball dauerte eine wirklich lange Zeit, das Geld wert!,20217a1a.jpeg,0.6521,0.6794,0.2929,0.2756,0.076
The ball lasted a really long time, well worth the money!,Der Ball dauerte eine wirklich lange Zeit, das Geld wert!,c623d53b.jpeg,0.6323,0.6794,0.4156,0.4662,0.2174
He took the lead.,Er hat die Führung übernommen.,b5c98a9e.jpeg,0.5399,0.5752,0.3589,0.4417,0.1951
He took the lead.,Er hat die Führung übernommen.,6f82a941.jpeg,0.5365,0.5752,0.389,0.5118,0.262
