Source, Candidate, Image, Final_Score, Text_Fidelity (Src-Tgt), Visual_Grounding (Tgt-Img), Image_Relevance (Src-Img), Fusion_Weight
First we should fill up the boot.,Nejdřív musíme naplnit holínku.,a01e98cb.jpeg,0.5695,0.5956,0.381,0.3722,0.1386
Put down your arms.,Skloňte zbraně.,48ef354.jpeg,0.562,0.5796,0.4396,0.379,0.1437
Put down your arms.,Spusť ruce.,f8f9418.jpeg,0.4712,0.4827,0.4002,0.401,0.1608
It must be the spring.,Musí být jaro.,e20c4ff.jpeg,0.6173,0.6493,0.4624,0.4553,0.2073
It must be the spring.,Musí to být pružina.,458999c.jpeg,0.4752,0.4803,0.4543,0.4926,0.2426
My chest is quite heavy...,Mám docela těžké srdce...,edf9e44e.jpeg,0.46,0.4838,0.3746,0.5279,0.2787
My chest is quite heavy...,Má truhla je docela těžká...,f4f9494.jpeg,0.4117,0.4176,0.3468,0.303,0.0918
The beam seems to be moving.,Paprsek se zdá být v pohybu.,a8b1169.jpeg,0.4435,0.4961,0.2733,0.5564,0.3096
The beam seems to be moving.,Vypadá to, že se trám pohybuje.,e50fb00.jpeg,0.5533,0.5866,0.3536,0.4086,0.1669
Over there by the pen.,Tam u výběhu.,8de21f5.jpeg,0.3741,0.38,0.342,0.4296,0.1846
Over there by the pen.,Tam u propisky.,68161a4.jpeg,0.3033,0.31,0.2619,0.4018,0.1615
They're braces.,Jsou to šle.,230b2b4.jpeg,0.4253,0.439,0.3155,0.3531,0.1246
They're braces.,Jsou to rovnátka.,a9ee65f.jpeg,0.4781,0.5285,0.3498,0.6269,0.3929
I know. The last one was a real nut.,Vím to. Ten poslední byl pořádnej oříšek.,d9cbe61.jpeg,0.6136,0.6576,0.4008,0.4548,0.2069
I know. The last one was a real nut.,Vím. Ten poslední byl pěkný šroubek.,7adadb10.jpeg,0.5442,0.5703,0.3539,0.37,0.1369
It might be easier with a pick.,Může to být snazší s trsátkem.,b599303.jpeg,0.5831,0.64,0.3639,0.5092,0.2593
It might be easier with a pick.,Možná by to šlo lépe s motykou.,4a6ca5a.jpeg,0.512,0.5503,0.3255,0.4531,0.2053
I have a club.,Mám káro.,cce02b1.jpeg,0.4352,0.4563,0.3647,0.5468,0.2989
I have a club.,Mám klub.,d01da65.jpeg,0.6116,0.6618,0.3406,0.4305,0.1853
Which port does he want?,Do jakého přístavu chce jet?,de257f1.jpeg,0.586,0.5977,0.5172,0.4127,0.1704
Which port does he want?,Kterou portu chce?,4511cf4.jpeg,0.6282,0.6696,0.4124,0.4377,0.1916
Sorry, the tape's just run out.,Páska se bohužel došla.,cc50c7e0.jpeg,0.4558,0.4811,0.2891,0.39,0.1521
Sorry, the tape's just run out.,Promiň, páska došla.,8207d9b2.jpeg,0.4999,0.5246,0.3771,0.4483,0.201
They checked the seal.,Zkontrolovali pečeť.,8b12aebf.jpeg,0.5442,0.5586,0.3781,0.2947,0.0868
They checked the seal.,Zkontrolovali tuleně.,59364b5.jpeg,0.4885,0.509,0.3693,0.4143,0.1716
Why is the chair here?,Proč je tady židle?,2caf5d9.jpeg,0.6757,0.7531,0.3831,0.5144,0.2646
Why is the chair here?,Proč je židle tady?,ef02ac2.jpeg,0.6875,0.7682,0.5066,0.6679,0.4461
There must be a hole in the tank somewhere.,Musí být v nádrži někde díra.,22f9dcb.jpeg,0.5549,0.5807,0.4018,0.4107,0.1687
There must be a hole in the tank somewhere.,Musí být v nádrži někde díra.,acb5659.jpeg,0.5569,0.5807,0.4571,0.4886,0.2387
We're going to have to do without the poker then.,Budeme se muset bez pokeru obejít.,c0816da.jpeg,0.5873,0.6152,0.4192,0.4074,0.166
We're going to have to do without the poker then.,Budeme se muset obejít bez podpalovače.,32da2f5.jpeg,0.4951,0.5152,0.2959,0.3173,0.1007
I don't give a damn about the cup.,Mně na tu trofej nezáleží.,2f05055.jpeg,0.4353,0.4181,0.5252,0.4374,0.1913
I don't give a damn about the cup.,Na šálek se vyprdnout.,247987b2.jpeg,0.4035,0.3703,0.5375,0.4984,0.2484
The fans were still out of order.,Fanoušci byli stále rozjaření.,0316663.jpeg,0.564,0.5737,0.4959,0.3784,0.1432
The fans were still out of order.,Větráky byly stále mimo provoz.,657c4a7.jpeg,0.569,0.5961,0.475,0.5369,0.2883
I don't think we should use a brush.,Nemyslím, že bychom měli použít kartáč.,189049b.jpeg,0.6112,0.6632,0.3795,0.4739,0.2246
I don't think we should use a brush.,Nemyslím si, že bychom měli použít štětec.,ff78fc7.jpeg,0.6333,0.6884,0.3739,0.4611,0.2126
There's the horn.,Tady je roh.,ed2221a.jpeg,0.4354,0.4247,0.4645,0.6072,0.3686
There's the horn.,Je tu lesní roh.,7d6fbfa.jpeg,0.3784,0.3853,0.3493,0.4899,0.24
Can you not see the red light?,Nevidíš červenou?,7241ebd.jpeg,0.5237,0.5482,0.449,0.5736,0.3291
Can you not see the red light?,Nevidíš to červené světlo?,fb2edd5.jpeg,0.5634,0.5901,0.4729,0.543,0.2948
I know - good job there are showers.,Vím, že je dobře, že prší.,a78f616.jpeg,0.5256,0.5459,0.3873,0.3834,0.147
I know - good job there are showers.,Jsem rád/a, že jsou tady sprchy.,3a1b985.jpeg,0.5247,0.5546,0.344,0.4062,0.165
Like a bat?,Jako netopýr?,e40843b.jpeg,0.3804,0.376,0.3942,0.5581,0.3115
Like a bat?,Jako pálka?,c239573.jpeg,0.367,0.3426,0.4966,0.4337,0.1881
You should use a fork.,Použij vidličku.,1aea2b4.jpeg,0.5038,0.519,0.4452,0.5087,0.2587
You should use a fork.,S vidlicí v ruce si sedne na štamgastí a popíjí kávu.,bbad554.jpeg,0.4124,0.3995,0.4872,0.4159,0.173
What a beautiful bass!,Jak krásní baskytara!,a96afbd.jpeg,0.5587,0.6192,0.3877,0.5952,0.3543
What a beautiful bass!,Jaká krásná štika!,3165ef6.jpeg,0.4943,0.5265,0.355,0.4807,0.231
A biker on the road.,Motorkář na silnici.,4ercqd74.jpeg,0.6674,0.6659,0.6707,0.6966,0.4852
A biker on the road.,Cyklista na silnici.,d56edd34.jpeg,0.6634,0.6482,0.6935,0.7107,0.5051
That's lots of bucks!,Tolik jelců!,bee3626.jpeg,0.4868,0.5054,0.3644,0.3895,0.1517
That's lots of bucks!,To je spousta peněz!,7c4e078.jpeg,0.6141,0.6344,0.5462,0.546,0.2981
A person looking at a rock.,Člověk se dívá na skálu.,d052f05f.jpeg,0.6733,0.6911,0.6239,0.6013,0.3616
A person looking at a rock.,Člověk se dívá na kámen.,118a75ff.jpeg,0.7327,0.7927,0.4771,0.4847,0.2349
The lamp is tall and elegant.,Lampa je vysoká a elegantní.,5a43462.jpeg,0.7596,0.8511,0.5232,0.6222,0.3872
The lamp is tall and elegant.,Lampa je vysoká a elegantní.,ffda480.jpeg,0.7719,0.8511,0.4201,0.4744,0.225
Give me the file please.,Dejte mi prosím ten soubor.,e740816.jpeg,0.4686,0.4981,0.3337,0.467,0.2181
Give me the file please.,Drží telefon u zápěstí.,c47d9e24.jpeg,0.2334,0.187,0.6121,0.3503,0.1227
The tube looks dirty!,Metro vypadá špinavě!,27b9b32.jpeg,0.3999,0.3882,0.492,0.3563,0.127
The tube looks dirty!,Tuba vypadá špinavě!,2535cf5.jpeg,0.5681,0.633,0.2521,0.4535,0.2057
An animal sitting in a palm.,Zvíře sedí na palmě.,a9c0ad02.jpeg,0.7524,0.8278,0.5578,0.6227,0.3878
An animal sitting in a palm.,Zvíře sedí na dlani.,638a4049.jpeg,0.6302,0.643,0.5731,0.4722,0.223
Show me the ring!,Ukaž mi ten prsten!,32962fc.jpeg,0.5287,0.5418,0.4898,0.5784,0.3346
Show me the ring!,Ukaž mi ring!,f4217ff.jpeg,0.5675,0.5924,0.4027,0.3886,0.151
A man with a hat is smoking.,Muž s čepicí si zapaluje cigaretu.,ee1f6c9.jpeg,0.7359,0.7771,0.6645,0.7598,0.5772
A man with a hat is smoking.,Muž s kloboukem si kuří.,33fbe77.jpeg,0.7415,0.7921,0.6478,0.7344,0.5394
A group of boys playing football.,Skupina chlapců hraje americký fotbal.,787678e.jpeg,0.6902,0.746,0.537,0.6031,0.3638
A group of boys playing football.,Skupina chlapců hraje fotbal.,2db1e17.jpeg,0.7269,0.7713,0.616,0.6325,0.4001
Get away from the float!,Odstupte od bóje!,a021362.jpeg,0.339,0.343,0.3209,0.4741,0.2248
Get away from the float!,Odstupte od vozu!,48a50026.jpeg,0.3547,0.3692,0.2778,0.4354,0.1896
A woman is folding sheets.,Žena skládá papíry.,c82c823d.jpg,0.6075,0.6388,0.4607,0.4618,0.2132
A woman is folding sheets.,Žena skládá prostěradla.,a5ee9d0.jpeg,0.6214,0.6808,0.4122,0.5331,0.2841
A boy using a compass.,Chlapec používá kompas.,00112e3.jpeg,0.7225,0.8119,0.4481,0.5708,0.3258
A boy using a compass.,Chlapec používá kružítko.,edbb25a2.jpeg,0.5734,0.6265,0.3658,0.5056,0.2557
Could you fix the sink please?,Prosím, opravte dřez.,d8d0a9b.jpeg,0.5056,0.5604,0.3475,0.5886,0.3465
Could you fix the sink please?,Prosím, opravte umyvadlo.,3ab2469.jpeg,0.5466,0.608,0.3846,0.6158,0.3792
Look at the balloon!,Podívej se na ten balon!,d33f4b4.jpeg,0.6794,0.7326,0.5302,0.597,0.3564
Look at the balloon!,Podívej se na ten balon!,58aace5.jpeg,0.6736,0.7326,0.4865,0.5612,0.315
He seems to be enjoying the date!,Vypadá, že si rande užívá!,9e36a43.jpeg,0.5754,0.6061,0.4508,0.497,0.247
He seems to be enjoying the date!,Vypadá, že si datli užívá!,34965040.jpeg,0.5702,0.5919,0.4153,0.374,0.1399
Don't eat the bones!,Nejez kostky!,5957d5c.jpeg,0.2876,0.292,0.2637,0.4294,0.1844
Don't eat the bones!,Nejez ty kosti!,49ea273.jpeg,0.4188,0.4282,0.3761,0.4667,0.2178
Great, it's cricket season!,Skvělé, je kriketová sezóna!,8d852883.jpeg,0.5928,0.6135,0.484,0.4366,0.1906
Great, it's cricket season!,Skvělé, je období cvrčků!,b25981e4.jpeg,0.5339,0.5575,0.35,0.3577,0.128
We've got another jam I'm afraid.,Mám obavu, zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase zase,75ddacf3.jpeg,0.4332,0.4307,0.4659,0.279,0.0779
We've got another jam I'm afraid.,Bojí́m se, zase máme zaseknutí.,fbe7b91d.jpeg,0.437,0.4513,0.3105,0.3352,0.1124
Yes, it's his bar.,Ano, to je jeho bar.,51d84e9f.jpeg,0.4826,0.5064,0.4006,0.5394,0.291
Yes, it's his bar.,Ano, to je jeho činka.,cd40761f.jpeg,0.4235,0.4342,0.3659,0.43,0.1849
A minister is making a speech while holding a book.,Ministrka dělá projev a drží knihu.,2139a010.jpeg,0.6872,0.72,0.6111,0.6562,0.4306
A minister is making a speech while holding a book.,Ministr/ka drží knihu a pronáší projev.,1c56342c.jpeg,0.6497,0.6911,0.5765,0.7529,0.5668
He set about repairing his drawers.,Začal opravovat spodní prádlo.,18289856.jpeg,0.4972,0.5048,0.4183,0.3109,0.0966
He set about repairing his drawers.,Začal opravovat své zásuvky.,9655583e.jpeg,0.5091,0.5355,0.3632,0.4248,0.1804
Do you know where my pants are?,Víš, kde jsou moje kalhoty?,e7b25b62.jpeg,0.5902,0.6409,0.3847,0.4966,0.2466
Do you know where my pants are?,Víš, kde jsou moje kraťasy?,0f0d614f.jpeg,0.5517,0.5872,0.3621,0.4331,0.1876
Did you make the table?,Je dois attendre que la maîtresse m'interroge pour prendre la parole.,98064330.png,0.3351,0.2738,0.7079,0.4056,0.1645
Did you make the table?,Vyrobil jste ten stůl?,ef36615f.jpeg,0.5197,0.5301,0.4209,0.3243,0.1052
Give me the bill.,Dejte mi účtenku.,67f4273e.jpeg,0.469,0.4903,0.3854,0.5042,0.2542
Give me the bill.,Dejte mi ten bankovku.,3cdf263f.jpeg,0.4204,0.4229,0.407,0.4341,0.1884
I always remove the skin before eating.,Vždycky si stáhnu kůži, než sním.,10024f9c.jpeg,0.5085,0.5323,0.4128,0.4988,0.2488
I always remove the skin before eating.,Vždycky si stáhnu slupku, než je sním.,6d3f6275.jpeg,0.4617,0.4833,0.3934,0.5631,0.3171
It's pool time!,Je čas na plavání!,945eaafe.jpeg,0.5317,0.5667,0.4369,0.6068,0.3683
It's pool time!,Je čas na kulečník!,f8f08662.jpeg,0.4707,0.4982,0.3379,0.4552,0.2072
The wheel seems to be blocked somehow.,Kolo se zdá být nějakým způsobem zablokované.,62601802.jpeg,0.5632,0.6071,0.4386,0.593,0.3516
The wheel seems to be blocked somehow.,Volant se zdá být nějak zablokovaný.,d25f8b00.jpeg,0.4689,0.5145,0.3022,0.5233,0.2739
Your punch is amazing!,Tvůj punč je úžasný!,ca74d696.jpeg,0.5983,0.6452,0.402,0.4889,0.239
Your punch is amazing!,Tvůj úder je úžasný!,33a17046.jpeg,0.452,0.4628,0.3667,0.3567,0.1273
My husband bought a chopper recently.,Můj manžel si nedávno koupil chopper.,b83a0d52.jpeg,0.6692,0.7351,0.3733,0.4719,0.2227
My husband bought a chopper recently.,Můj manžel si nedávno koupil vrtulník.,cf615703.jpeg,0.5851,0.6084,0.3741,0.3326,0.1106
You bought a new scarf, didn't you?,Koupila jsi novou šálu, že?,bd7e6fd1.jpeg,0.5229,0.5593,0.3641,0.4784,0.2289
You bought a new scarf, didn't you?,Koupila jsi si novou šálu, že?,f36df8d4.jpeg,0.5512,0.598,0.4084,0.5728,0.3281
We are under the canopy.,Jsme pod korunkou stromu.,275d8d87.jpeg,0.5264,0.5416,0.4493,0.4437,0.1968
We are under the canopy.,Jsme pod střechou.,417a2e1b.jpeg,0.5133,0.5388,0.4157,0.511,0.2611
The dummies need to be cleaned.,Čistí se dětské dudlíky.,860e2fac.jpeg,0.4932,0.5047,0.3961,0.3439,0.1182
The dummies need to be cleaned.,Manekýny by se měly vyčistit.,1b2e7f19.jpeg,0.4903,0.5115,0.3406,0.3762,0.1415
He wants to show me his spot.,Chce mi ukázat své místo.,dd57e9c4.jpeg,0.5607,0.5851,0.2889,0.2997,0.0898
He wants to show me his spot.,Chce mi ukázat pupinek.,37b65d2c.jpeg,0.5098,0.5232,0.2844,0.2441,0.0596
Have you seen my pin?,Viděl/a jsi mou čepici?,aca94558.jpeg,0.4725,0.49,0.2899,0.3095,0.0958
Have you seen my pin?,Viděl/a jsi moji sponku?,b764bfff.jpeg,0.4986,0.5214,0.3008,0.3394,0.1152
The scale is broken.,Ty váhy jsou rozbité.,28b179a0.jpeg,0.5083,0.5352,0.4482,0.6701,0.449
The scale is broken.,Šupina je rozbitá.,a42e8405.jpeg,0.4473,0.4546,0.3484,0.2731,0.0746
Someone should clean the window.,Někdo by měl umýt okno.,c0d48044.jpeg,0.6714,0.7135,0.399,0.3931,0.1546
Someone should clean the window.,Někdo by měl umýt okno.,2baa9a21.jpeg,0.6685,0.7135,0.5205,0.5514,0.304
Don't let the kids play in the yard!,Nenechte děti hrát na nádvoří!,58d45ce7.jpeg,0.6076,0.6349,0.2764,0.2874,0.0826
Don't let the kids play in the yard!,Nenechte děti hrát na dvoře!,b685970b.jpeg,0.5886,0.6218,0.3073,0.3436,0.1181
The plug has stopped working, could you fix it?,Zátka přestala fungovat, můžete ji opravit?,15ff842a.jpeg,0.5441,0.5631,0.4282,0.405,0.164
The plug has stopped working, could you fix it?,Zásuvka přestala fungovat, mohl byste ji opravit?,7f021dbf.jpeg,0.5685,0.6127,0.4064,0.5223,0.2728
That's a small stone you have there.,To máš malý kamínek.,834c9575.jpeg,0.4613,0.5084,0.3043,0.5472,0.2994
That's a small stone you have there.,To je malé jádro, co tam máš.,94e1e71f.jpeg,0.4779,0.4906,0.4047,0.4165,0.1735
I dropped a clip on the floor but I'm not sure where.,Upustil jsem sponku na zem, ale nevím, kam.,0899e541.jpeg,0.4602,0.475,0.3754,0.4178,0.1746
I dropped a clip on the floor but I'm not sure where.,Upustila jsem sponku na zem, ale nevím, kde.,407421d6.jpeg,0.4615,0.4847,0.2833,0.3602,0.1298
Hand me the dough!,Dej mi těsto!,3221b8a2.jpeg,0.4544,0.4647,0.4181,0.5317,0.2827
Hand me the dough!,Dej mi to!,a32d69d2.jpeg,0.3302,0.3272,0.3449,0.4523,0.2046
You need to get rid of the ashes.,Musíte se zbavit popela.,0a13492f.jpeg,0.6363,0.6841,0.3673,0.4215,0.1776
You need to get rid of the ashes.,Musíte se zbavit popela.,1cb7d406.jpeg,0.6366,0.6841,0.3885,0.4373,0.1912
She's got a bun in the oven.,Ona je těhotná.,acce2bc9.jpeg,0.4921,0.508,0.3481,0.3323,0.1104
She's got a bun in the oven.,Očekává dítě.,46dbc605.jpeg,0.4546,0.4541,0.4562,0.5,0.25
He's got balls!,Má míčky!,2655a11f.jpeg,0.3616,0.3486,0.4346,0.4226,0.1786
He's got balls!,Má koule!,6daef42a.jpeg,0.4465,0.4608,0.3371,0.3615,0.1307
Don't mess with the controller!,Nedělej s ovladačem nic!,2f851ed7.jpeg,0.4511,0.4711,0.2534,0.3182,0.1012
Don't mess with the controller!,Nesahej na ovladače!,229d48e1.jpeg,0.4515,0.4748,0.3276,0.4343,0.1886
The deer was just looking straight at me.,Zvěr se na mě jen dívala přímo do očí.,6bd69bcb.jpeg,0.6082,0.6517,0.5153,0.6842,0.4681
The deer was just looking straight at me.,Zvěř se dívala přímo na mě.,b2ccd0d9.jpeg,0.6416,0.6866,0.5448,0.6815,0.4645
A doe in the field.,Laň na louce.,cfd47eb7.jpeg,0.5217,0.5251,0.5158,0.7588,0.5758
A doe in the field.,Laň v poli.,6476789.jpeg,0.4864,0.5049,0.4156,0.5102,0.2603
Don't look at the fly!,Moucha sedí na listu.,b256d36e.jpeg,0.374,0.3394,0.5679,0.4228,0.1788
Don't look at the fly!,Zip na džínových kalhotách.,e11c1505.jpeg,0.3482,0.3225,0.6496,0.2922,0.0854
He bought his own plane.,Koupil si vlastní letadlo.,57c4057c.jpeg,0.6137,0.6426,0.4834,0.4713,0.2221
He bought his own plane.,Koupil si vlastní hoblovku.,488a2f83.jpeg,0.5052,0.5262,0.2514,0.2874,0.0826
Look at her face, she has a flush!,Podívej se na její obličej, má zarudnutí!,77e96961.jpeg,0.6426,0.6754,0.5561,0.6157,0.379
Look at her face, she has a flush!,Podívej se na její obličej, má postupku!,e4889d27.jpeg,0.6379,0.6731,0.2552,0.3029,0.0917
Your gum doesn't look good!,Vaše dásně nevypadají dobře!,8ac8d99a.jpeg,0.5178,0.5485,0.4121,0.5387,0.2902
Your gum doesn't look good!,Tvoje žvýkačka nevypadá dobře!,cb6326ed.jpeg,0.6123,0.666,0.4481,0.5719,0.3271
It must be the spirits!,Musí to být duchové!,9f4d432f.jpeg,0.5453,0.5823,0.3918,0.4905,0.2406
It must be the spirits!,Musí to být lihoviny!,bf89c490.jpeg,0.5002,0.5212,0.4139,0.493,0.243
The soles were stinky.,Placka smrděla.,2c7ba1fd.jpeg,0.3509,0.3565,0.2964,0.3197,0.1022
The soles were stinky.,Podešvech smrdělo.,ac7df394.jpeg,0.554,0.5958,0.3406,0.4428,0.196
A person with a yellow jacket is waiting for something.,Člověk v žlutém saku čeká na něco.,c7d1e8b3.jpeg,0.7358,0.7941,0.5801,0.6116,0.374
A person with a yellow jacket is waiting for something.,Člověk v žluté vestě čeká na něco.,41fe2d75.jpeg,0.759,0.8017,0.6415,0.6032,0.3639
I appear to have lost a couple of pounds.,Zdá se, že jsem shodila pár kilo.,024779eb.jpeg,0.5885,0.6142,0.4781,0.4824,0.2327
I appear to have lost a couple of pounds.,Zdá se, že jsem ztratil/a pár liber.,413aebc3.jpeg,0.6344,0.6645,0.3956,0.3551,0.1261
You really need to give the pipes a good clean every now and then.,Trubky byste měli občas pořádně vyčistit.,deae3d1c.jpeg,0.549,0.6,0.3548,0.5119,0.262
You really need to give the pipes a good clean every now and then.,Občas by se ty píšťaly opravdu měly pořádně vyčistit.,aced3462.jpeg,0.4493,0.4686,0.2939,0.3522,0.1241
This wedge is all rotten.,Tento klín je celý shnilý.,d31ef202.jpeg,0.3747,0.3922,0.3089,0.5151,0.2653
This wedge is all rotten.,Tenhle hranolek je úplně zkažený.,c4a03333.jpeg,0.4893,0.5136,0.3715,0.454,0.2061
His shoe just fell off in the field.,Jeho boty mu spadly na hřišti.,60f2ad42.jpeg,0.5757,0.613,0.4445,0.533,0.2841
His shoe just fell off in the field.,Jeho podkovy spadla na poli.,25f73d6a.jpeg,0.5665,0.598,0.4052,0.4417,0.1951
Give me his record, please.,Prosím, dejte mi jeho záznam.,7f61ac4f.jpeg,0.5599,0.579,0.4233,0.3743,0.1401
Give me his record, please.,Dej mi, prosím, jeho desku.,973a12ea.jpeg,0.4303,0.4401,0.3733,0.4124,0.1701
That's a wonderful train, isn't it?,To je nádherný vlak, že?,9e1a414c.jpeg,0.615,0.6581,0.4728,0.5501,0.3026
That's a wonderful train, isn't it?,To je nádherný dlouhý zaobal, že?,cc4316b3.jpeg,0.337,0.3293,0.4101,0.3238,0.1049
Have you seen the ruler?,Vidíš pravítko?,082e6875.jpeg,0.4085,0.4393,0.2793,0.4876,0.2377
Have you seen the ruler?,Viděl/a jste toho krále?,e4887243.jpeg,0.4457,0.4521,0.3966,0.3619,0.131
Look under the hood!,Podívej se pod kapotu!,076f318e.jpeg,0.5901,0.5995,0.5519,0.4959,0.2459
Look under the hood!,Podívej se pod kapotu!,4302100d.jpeg,0.5774,0.5995,0.3907,0.3436,0.1181
Subway? It's your call.,Subway? Rozhodnutí je na tobě.,1e3b0ca8.jpeg,0.7099,0.7913,0.449,0.5585,0.3119
Subway? It's your call.,Metro? Rozhodnutí je na tobě.,570a6334.jpeg,0.5909,0.6358,0.3828,0.4643,0.2156
What is that sign? I've never seen it before.,Miluji tě.,e3229bf5.jpeg,0.2532,0.2254,0.4203,0.4074,0.166
What is that sign? I've never seen it before.,Přechod vojenských vozidel.,207966ae.jpeg,0.4058,0.3401,0.5878,0.6011,0.3613
Look, he has a leg injury.,Podívej, má zraněnou nohu.,67de15f9.jpeg,0.5686,0.5926,0.4109,0.3898,0.1519
Look, he has a leg injury.,Podívej, má zranění nohy.,f98d9c9f.jpeg,0.5955,0.6069,0.5479,0.4906,0.2407
He is an experienced rider.,Je to zkušený jezdec.,6d077744.jpeg,0.5569,0.5922,0.4106,0.4909,0.241
He is an experienced rider.,Je to zkušený jezdec.,8f6ff93a.jpeg,0.541,0.5922,0.3543,0.5233,0.2739
Last weekend, we went to the racetrack.,Minulý víkend jsme jeli na závodní okruh.,86a567a8.jpeg,0.6545,0.7028,0.4853,0.5341,0.2853
Last weekend, we went to the racetrack.,Minulý víkend jsme byli na dostihách.,c1ba9bc9.jpeg,0.6211,0.6942,0.3828,0.5538,0.3067
Wow, the model is beautiful!,Wow, ten model je krásný!,ade009ad.jpeg,0.6964,0.7603,0.3215,0.413,0.1705
Wow, the model is beautiful!,Wow, ta modelka je krásná!,46f204b2.jpeg,0.8013,0.8371,0.5671,0.3911,0.1529
The dock is made of wood and is relatively sturdy.,Nabíjecí stanice je vyrobena ze dřeva a působí poměrně pevně.,527d027b.jpeg,0.5507,0.5694,0.4887,0.5496,0.3021
The dock is made of wood and is relatively sturdy.,Molo je ze dřeva a vypadá poměrně pevně.,4a366ec6.jpeg,0.654,0.7059,0.5561,0.7282,0.5303
Why do I get the impression he really likes drills?,Mám dojem, že ho cvičení opravdu baví.,68c433ba.jpeg,0.3982,0.3956,0.4189,0.3581,0.1282
Why do I get the impression he really likes drills?,Mám dojem, že je má fakt rád, co se vrtáků týče.,912b8ee3.jpeg,0.4594,0.4679,0.4053,0.395,0.1561
He is sitting on the trunk.,Sedí na kmeni.,335b3281.jpeg,0.5943,0.613,0.4686,0.3856,0.1487
He is sitting on the trunk.,Sedí na kufru.,a5f72754.jpeg,0.5683,0.605,0.3445,0.4049,0.164
The ball lasted a really long time, well worth the money!,Bál trval opravdu dlouho, rozhodně to stálo za ty peníze!,20217a1a.jpeg,0.5245,0.5294,0.4602,0.2756,0.076
The ball lasted a really long time, well worth the money!,Míč vydržel opravdu dlouho, rozhodně za to stál!,c623d53b.jpeg,0.609,0.6584,0.3815,0.4662,0.2174
He took the lead.,Vede je.,b5c98a9e.jpeg,0.3638,0.367,0.3471,0.4417,0.1951
He took the lead.,Vyjížděl do čela.,6f82a941.jpeg,0.4933,0.5213,0.3865,0.5118,0.262
Have you got any coke?,Máš Coca-Colu?,264ae5e9.jpeg,0.477,0.4548,0.5776,0.4695,0.2204
Have you got any coke?,Máš kokain?,115bec66.jpeg,0.4033,0.3926,0.4764,0.3833,0.147
This dog's muzzle is weird.,Tato psí chňapka je divná.,b7320652.jpeg,0.4602,0.5208,0.317,0.651,0.4237
This dog's muzzle is weird.,Tenhle pes má divný čumák.,4fd8f02b.jpeg,0.4532,0.4902,0.352,0.6039,0.3647
Can you not hear the roar?,Neslyšíš ten řev?,450cdf0d.jpeg,0.4605,0.4899,0.3476,0.511,0.2611
Can you not hear the roar?,Neslyšíš ten řev?,7a2c2848.jpeg,0.4621,0.4899,0.2786,0.3892,0.1515
Hand me the spade.,Dejte mi kára.,acf5e2d2.jpeg,0.3767,0.3814,0.3508,0.4246,0.1803
