Source, Candidate, Image, Final_Score, Text_Fidelity (Src-Tgt), Visual_Grounding (Tgt-Img), Image_Relevance (Src-Img), Fusion_Weight
We're going to have to do without the poker then.,Dann müssen wir ohne Poker auskommen.,c0816da.jpeg,0.6072,0.6319,0.4586,0.4074,0.166
We're going to have to do without the poker then.,Dann müssen wir ohne den Poker auskommen.,32da2f5.jpeg,0.6138,0.6457,0.2965,0.3173,0.1007
I don't give a damn about the cup.,Der Becher ist mir scheißegal.,2f05055.jpeg,0.5157,0.5223,0.4812,0.4374,0.1913
I don't give a damn about the cup.,Die Tasse ist mir scheißegal.,247987b2.jpeg,0.5468,0.5428,0.5627,0.4984,0.2484
The fans were still out of order.,Die Fans waren immer noch nicht in Ordnung.,0316663.jpeg,0.6595,0.6902,0.4448,0.3784,0.1432
The fans were still out of order.,Die Ventilatoren waren immer noch außer Betrieb.,657c4a7.jpeg,0.6653,0.7098,0.5109,0.5369,0.2883
I don't think we should use a brush.,Ich denke nicht, dass wir einen Pinsel benutzen sollten.,189049b.jpeg,0.6095,0.657,0.398,0.4739,0.2246
I don't think we should use a brush.,Ich denke nicht, dass wir einen Pinsel benutzen sollten.,ff78fc7.jpeg,0.6131,0.657,0.4065,0.4611,0.2126
There's the horn.,Das ist das Horn.,ed2221a.jpeg,0.6389,0.6575,0.5885,0.6072,0.3686
There's the horn.,Das ist das Horn.,7d6fbfa.jpeg,0.631,0.6575,0.5208,0.4899,0.24
Can you not see the red light?,Kannst du das rote Licht nicht sehen?,7241ebd.jpeg,0.6599,0.7068,0.5171,0.5736,0.3291
Can you not see the red light?,Kannst du das rote Licht nicht sehen?,fb2edd5.jpeg,0.6538,0.7068,0.4741,0.543,0.2948
I know - good job there are showers.,Ich weiß. Gut, dass es Regenschauer gibt.,a78f616.jpeg,0.517,0.5297,0.4306,0.3834,0.147
I know - good job there are showers.,Ich weiß. Gut, dass es Duschen gibt.,3a1b985.jpeg,0.5291,0.5554,0.3701,0.4062,0.165
Like a bat?,Wie eine Fledermaus?,e40843b.jpeg,0.5039,0.4938,0.5365,0.5581,0.3115
Like a bat?,Wie ein Schläger?,c239573.jpeg,0.3804,0.363,0.473,0.4337,0.1881
You should use a fork.,Du solltest eine Gabel benutzen.,1aea2b4.jpeg,0.6059,0.652,0.4274,0.5087,0.2587
You should use a fork.,Du solltest eine Gabel benutzen.,bbad554.jpeg,0.6136,0.652,0.3915,0.4159,0.173
What a beautiful bass!,Was für ein wunderschöner Bass!,a96afbd.jpeg,0.6617,0.7378,0.447,0.5952,0.3543
What a beautiful bass!,Was für ein schöner Bass!,3165ef6.jpeg,0.678,0.741,0.4052,0.4807,0.231
A biker on the road.,Ein Motorradfahrer auf der Straße.,4ercqd74.jpeg,0.7544,0.7615,0.7396,0.6966,0.4852
A biker on the road.,Ein Radfahrer auf der Straße.,d56edd34.jpeg,0.729,0.7309,0.7251,0.7107,0.5051
That's lots of bucks!,Das ist eine Menge Geld!,bee3626.jpeg,0.6186,0.6513,0.4031,0.3895,0.1517
That's lots of bucks!,Das ist eine Menge Geld!,7c4e078.jpeg,0.6431,0.6513,0.6153,0.546,0.2981
A person looking at a rock.,Eine Person, die auf einen Felsen schaut.,d052f05f.jpeg,0.6972,0.7188,0.6375,0.6013,0.3616
A person looking at a rock.,Eine Person schaut auf einen Felsen.,118a75ff.jpeg,0.7162,0.7784,0.4516,0.4847,0.2349
The lamp is tall and elegant.,Die Lampe ist groß und elegant.,5a43462.jpeg,0.7176,0.7665,0.5912,0.6222,0.3872
The lamp is tall and elegant.,Die Lampe ist groß und elegant.,ffda480.jpeg,0.6982,0.7665,0.3947,0.4744,0.225
Give me the file please.,Gib mir bitte die Akte.,e740816.jpeg,0.45,0.4589,0.4095,0.467,0.2181
Give me the file please.,Gib mir bitte die Akte.,c47d9e24.jpeg,0.4468,0.4589,0.3479,0.3503,0.1227
The tube looks dirty!,Die Röhre sieht schmutzig aus!,27b9b32.jpeg,0.7011,0.7564,0.2655,0.3563,0.127
The tube looks dirty!,Die Röhre sieht schmutzig aus!,2535cf5.jpeg,0.693,0.7564,0.3849,0.4535,0.2057
An animal sitting in a palm.,Ein Tier sitzt in einer Palme.,a9c0ad02.jpeg,0.8046,0.8786,0.6139,0.6227,0.3878
An animal sitting in a palm.,Ein Tier sitzt in einer Palme.,638a4049.jpeg,0.7978,0.8786,0.4356,0.4722,0.223
Show me the ring!,Zeigen Sie mir den Ring!,32962fc.jpeg,0.6696,0.725,0.5041,0.5784,0.3346
Show me the ring!,Zeigen Sie mir den Ring!,f4217ff.jpeg,0.6777,0.725,0.364,0.3886,0.151
A man with a hat is smoking.,Ein Mann mit Hut raucht.,ee1f6c9.jpeg,0.834,0.8905,0.7362,0.7598,0.5772
A man with a hat is smoking.,Ein Mann mit Hut raucht.,33fbe77.jpeg,0.8355,0.8905,0.7335,0.7344,0.5394
A group of boys playing football.,Eine Gruppe von Jungs spielt Fußball.,787678e.jpeg,0.751,0.834,0.5227,0.6031,0.3638
A group of boys playing football.,Eine Gruppe von Jungs spielt Fußball.,2db1e17.jpeg,0.7737,0.834,0.623,0.6325,0.4001
Get away from the float!,Gehen Sie von dem Float weg!,a021362.jpeg,0.5448,0.576,0.4059,0.4741,0.2248
Get away from the float!,Geh weg von der Kutsche!,48a50026.jpeg,0.557,0.5924,0.3707,0.4354,0.1896
A woman is folding sheets.,Eine Frau faltet Laken.,c82c823d.jpg,0.7172,0.7799,0.4232,0.4618,0.2132
A woman is folding sheets.,Eine Frau faltet Bettlaken.,a5ee9d0.jpeg,0.707,0.7658,0.4997,0.5331,0.2841
A boy using a compass.,Ein Junge mit einem Kompass.,00112e3.jpeg,0.7402,0.8174,0.5034,0.5708,0.3258
A boy using a compass.,Ein Junge benutzt einen Kompass.,edbb25a2.jpeg,0.7874,0.873,0.4526,0.5056,0.2557
Could you fix the sink please?,Könnten Sie bitte die Spüle reparieren?,d8d0a9b.jpeg,0.5825,0.6494,0.3893,0.5886,0.3465
Could you fix the sink please?,Könnten Sie bitte das Waschbecken reparieren?,3ab2469.jpeg,0.5919,0.6362,0.475,0.6158,0.3792
Look at the balloon!,Seht euch den Ballon an!,d33f4b4.jpeg,0.6623,0.6966,0.5662,0.597,0.3564
Look at the balloon!,Seht euch den Ballon an!,58aace5.jpeg,0.6562,0.6966,0.5278,0.5612,0.315
He seems to be enjoying the date!,Er scheint das Date zu genießen!,9e36a43.jpeg,0.6036,0.64,0.4561,0.497,0.247
He seems to be enjoying the date!,Er scheint das Datum zu genießen!,34965040.jpeg,0.5421,0.5613,0.4047,0.374,0.1399
Don't eat the bones!,Iss die Knochen nicht!,5957d5c.jpeg,0.4743,0.4815,0.4352,0.4294,0.1844
Don't eat the bones!,Iss die Knochen nicht!,49ea273.jpeg,0.4798,0.4815,0.4719,0.4667,0.2178
The match lasted a long time!,Das Spiel dauerte lange!,66639c14.jpeg,0.6348,0.6887,0.3927,0.4719,0.2227
The match lasted a long time!,Das Streichholz hat lange gedauert.,14d08bc6.jpeg,0.549,0.56,0.4975,0.4611,0.2126
Great, it's cricket season!,Super, es ist die Cricket-Saison!,8d852883.jpeg,0.5077,0.507,0.5114,0.4366,0.1906
Great, it's cricket season!,Super, es ist die Cricket-Saison!,b25981e4.jpeg,0.4821,0.507,0.287,0.3577,0.128
We've got another jam I'm afraid.,Ich fürchte, wir haben einen weiteren Stau.,75ddacf3.jpeg,0.5092,0.5206,0.3632,0.279,0.0779
We've got another jam I'm afraid.,Wir haben noch einen Stau, fürchte ich.,fbe7b91d.jpeg,0.532,0.5478,0.3909,0.3352,0.1124
Yes, it's his bar.,Ja, es ist seine Bar.,51d84e9f.jpeg,0.6727,0.7286,0.4805,0.5394,0.291
Yes, it's his bar.,Ja, es ist seine Bar.,cd40761f.jpeg,0.6719,0.7286,0.3652,0.43,0.1849
A minister is making a speech while holding a book.,Ein Minister hält eine Rede, während er ein Buch hält.,2139a010.jpeg,0.7905,0.8421,0.6708,0.6562,0.4306
A minister is making a speech while holding a book.,Ein Geistlicher hält eine Rede, während er ein Buch hält.,1c56342c.jpeg,0.7785,0.7942,0.7509,0.7529,0.5668
He set about repairing his drawers.,Er begann, seine Schubladen zu reparieren.,18289856.jpeg,0.6228,0.6519,0.3221,0.3109,0.0966
He set about repairing his drawers.,Er begann, seine Schubladen zu reparieren.,9655583e.jpeg,0.6187,0.6519,0.4348,0.4248,0.1804
Do you know where my pants are?,Weißt du, wo meine Hose ist?,e7b25b62.jpeg,0.6571,0.7287,0.3668,0.4966,0.2466
Do you know where my pants are?,Weißt du, wo meine Hose ist?,0f0d614f.jpeg,0.6666,0.7287,0.336,0.4331,0.1876
Did you make the table?,Hast du den Tisch gemacht?,98064330.png,0.5236,0.5542,0.3375,0.4056,0.1645
Did you make the table?,Hast du den Tisch gemacht?,ef36615f.jpeg,0.5417,0.5542,0.4225,0.3243,0.1052
Give me the bill.,Gib mir die Rechnung.,67f4273e.jpeg,0.5602,0.5818,0.4752,0.5042,0.2542
Give me the bill.,Gib mir die Rechnung.,3cdf263f.jpeg,0.5459,0.5818,0.3559,0.4341,0.1884
I always remove the skin before eating.,Ich entferne immer die Haut vor dem Essen.,10024f9c.jpeg,0.633,0.6884,0.4106,0.4988,0.2488
I always remove the skin before eating.,Ich entferne immer die Haut vor dem Essen.,6d3f6275.jpeg,0.6285,0.6884,0.4398,0.5631,0.3171
It's pool time!,Es ist Poolzeit!,945eaafe.jpeg,0.693,0.7494,0.5399,0.6068,0.3683
It's pool time!,Es ist Billardzeit!,f8f08662.jpeg,0.558,0.5511,0.5909,0.4552,0.2072
The wheel seems to be blocked somehow.,Das Rad scheint blockiert zu sein.,62601802.jpeg,0.7129,0.7794,0.5239,0.593,0.3516
The wheel seems to be blocked somehow.,Das Lenkrad scheint blockiert zu sein.,d25f8b00.jpeg,0.6858,0.7116,0.5917,0.5233,0.2739
Your punch is amazing!,Dein Punch ist unglaublich!,ca74d696.jpeg,0.6579,0.7181,0.406,0.4889,0.239
Your punch is amazing!,Dein Schlag ist unglaublich!,33a17046.jpeg,0.45,0.4639,0.3408,0.3567,0.1273
My husband bought a chopper recently.,Mein Mann hat kürzlich einen Hubschrauber gekauft.,b83a0d52.jpeg,0.5265,0.5862,0.2584,0.4719,0.2227
My husband bought a chopper recently.,Mein Mann hat kürzlich einen Hubschrauber gekauft.,cf615703.jpeg,0.5683,0.5862,0.4063,0.3326,0.1106
You bought a new scarf, didn't you?,Du hast einen neuen Schal gekauft, nicht wahr?,bd7e6fd1.jpeg,0.6765,0.7396,0.4006,0.4784,0.2289
You bought a new scarf, didn't you?,Du hast einen neuen Schal gekauft, nicht wahr?,f36df8d4.jpeg,0.6881,0.7396,0.5309,0.5728,0.3281
We are under the canopy.,Wir sind unter dem Baldachin.,275d8d87.jpeg,0.6219,0.6848,0.3025,0.4437,0.1968
We are under the canopy.,Wir sind unter dem Baldachin.,417a2e1b.jpeg,0.6356,0.6848,0.4471,0.511,0.2611
The dummies need to be cleaned.,Die Puppen müssen gereinigt werden.,860e2fac.jpeg,0.5908,0.6213,0.3325,0.3439,0.1182
The dummies need to be cleaned.,Die Puppen müssen gereinigt werden.,1b2e7f19.jpeg,0.5904,0.6213,0.3717,0.3762,0.1415
He wants to show me his spot.,Er will mir seinen Platz zeigen.,dd57e9c4.jpeg,0.6095,0.6367,0.3061,0.2997,0.0898
He wants to show me his spot.,Er will mir seinen Fleck zeigen.,37b65d2c.jpeg,0.6241,0.638,0.3915,0.2441,0.0596
Have you seen my pin?,Hast du meine Spitze gesehen?,aca94558.jpeg,0.4605,0.4795,0.2622,0.3095,0.0958
Have you seen my pin?,Hast du meinen Stift gesehen?,b764bfff.jpeg,0.4488,0.4601,0.3512,0.3394,0.1152
The scale is broken.,Die Waage ist kaputt.,28b179a0.jpeg,0.6911,0.7009,0.6694,0.6701,0.449
The scale is broken.,Die Waage ist zerbrochen.,a42e8405.jpeg,0.6885,0.7188,0.2818,0.2731,0.0746
Someone should clean the window.,Jemand sollte das Fenster putzen.,c0d48044.jpeg,0.6781,0.7175,0.423,0.3931,0.1546
Someone should clean the window.,Jemand sollte das Fenster putzen.,2baa9a21.jpeg,0.692,0.7175,0.608,0.5514,0.304
Don't let the kids play in the yard!,Lass die Kinder nicht im Hof spielen!,58d45ce7.jpeg,0.6452,0.6738,0.299,0.2874,0.0826
Don't let the kids play in the yard!,Lass die Kinder nicht im Garten spielen!,b685970b.jpeg,0.6521,0.6906,0.3267,0.3436,0.1181
The plug has stopped working, could you fix it?,Der Stecker hat aufgehört zu funktionieren, könntest du ihn reparieren?,15ff842a.jpeg,0.65,0.7039,0.3212,0.405,0.164
The plug has stopped working, could you fix it?,Der Stecker hat aufgehört zu funktionieren, könntest du ihn reparieren?,7f021dbf.jpeg,0.6537,0.7039,0.4699,0.5223,0.2728
That's a small stone you have there.,Das ist ein kleiner Stein, den du da hast.,834c9575.jpeg,0.7017,0.7422,0.5663,0.5472,0.2994
That's a small stone you have there.,Das ist ein kleiner Stein.,94e1e71f.jpeg,0.68,0.7217,0.4396,0.4165,0.1735
I dropped a clip on the floor but I'm not sure where.,Ich habe eine Klammer auf den Boden fallen lassen, aber ich weiß nicht genau, wo.,0899e541.jpeg,0.6189,0.6543,0.4157,0.4178,0.1746
I dropped a clip on the floor but I'm not sure where.,Ich habe eine Klammer auf den Boden fallen lassen, aber ich weiß nicht genau, wo.,407421d6.jpeg,0.6194,0.6543,0.3502,0.3602,0.1298
Hand me the dough!,Gib mir den Teig!,3221b8a2.jpeg,0.5219,0.5313,0.4889,0.5317,0.2827
Hand me the dough!,Gib mir den Teig!,a32d69d2.jpeg,0.4998,0.5313,0.3459,0.4523,0.2046
You need to get rid of the ashes.,Du musst die Asche loswerden.,0a13492f.jpeg,0.6182,0.6644,0.3577,0.4215,0.1776
You need to get rid of the ashes.,Du musst die Asche loswerden.,1cb7d406.jpeg,0.6185,0.6644,0.3781,0.4373,0.1912
She's got a bun in the oven.,Sie hat ein Brötchen im Ofen.,acce2bc9.jpeg,0.5494,0.561,0.4439,0.3323,0.1104
She's got a bun in the oven.,Sie hat ein Brötchen im Ofen.,46dbc605.jpeg,0.5279,0.561,0.3951,0.5,0.25
He's got balls!,Er hat Kugeln!,2655a11f.jpeg,0.5837,0.6012,0.4858,0.4226,0.1786
He's got balls!,Er hat Eier!,6daef42a.jpeg,0.5584,0.5847,0.3576,0.3615,0.1307
Don't mess with the controller!,Spiel nicht mit dem Controller!,2f851ed7.jpeg,0.5759,0.6091,0.2475,0.3182,0.1012
Don't mess with the controller!,Spiel nicht mit dem Controller!,229d48e1.jpeg,0.5933,0.6091,0.5093,0.4343,0.1886
The deer was just looking straight at me.,Der Hirsch schaute mich an.,6bd69bcb.jpeg,0.695,0.7155,0.6512,0.6842,0.4681
The deer was just looking straight at me.,Der Hirsch schaute mich an.,b2ccd0d9.jpeg,0.6794,0.7155,0.6017,0.6815,0.4645
A doe in the field.,Eine Reh auf dem Feld.,cfd47eb7.jpeg,0.6476,0.675,0.5999,0.7588,0.5758
A doe in the field.,Eine Reh auf dem Feld.,6476789.jpeg,0.6358,0.675,0.4851,0.5102,0.2603
Don't look at the fly!,Schau nicht auf die Fliege!,b256d36e.jpeg,0.6415,0.6852,0.3966,0.4228,0.1788
Don't look at the fly!,Schau nicht auf die Fliege!,e11c1505.jpeg,0.6558,0.6852,0.3115,0.2922,0.0854
He bought his own plane.,Er hat sein eigenes Flugzeug gekauft.,57c4057c.jpeg,0.7087,0.7484,0.5301,0.4713,0.2221
He bought his own plane.,Er hat sein eigenes Flugzeug gekauft.,488a2f83.jpeg,0.712,0.7484,0.2709,0.2874,0.0826
Look at her face, she has a flush!,Sieh dir ihr Gesicht an, sie hat einen Flush!,77e96961.jpeg,0.71,0.7537,0.5946,0.6157,0.379
Look at her face, she has a flush!,Sieh dir ihr Gesicht an, sie hat einen Flush!,e4889d27.jpeg,0.7111,0.7537,0.2467,0.3029,0.0917
Your gum doesn't look good!,Dein Zahnfleisch sieht nicht gut aus!,8ac8d99a.jpeg,0.634,0.6643,0.5296,0.5387,0.2902
Your gum doesn't look good!,Dein Kaugummi sieht nicht gut aus!,cb6326ed.jpeg,0.6547,0.7188,0.4587,0.5719,0.3271
It must be the spirits!,Das müssen die Geister sein!,9f4d432f.jpeg,0.5831,0.6088,0.4763,0.4905,0.2406
It must be the spirits!,Das müssen die Spirituosen sein!,bf89c490.jpeg,0.5616,0.5718,0.5194,0.493,0.243
The soles were stinky.,Die Sohlen stanken.,2c7ba1fd.jpeg,0.7341,0.7789,0.2954,0.3197,0.1022
The soles were stinky.,Die Sohlen stanken.,ac7df394.jpeg,0.7255,0.7789,0.4527,0.4428,0.196
A person with a yellow jacket is waiting for something.,Eine Person mit einer gelben Jacke wartet auf etwas.,c7d1e8b3.jpeg,0.8084,0.8884,0.5944,0.6116,0.374
A person with a yellow jacket is waiting for something.,Eine Person mit einer gelben Jacke wartet auf etwas.,41fe2d75.jpeg,0.8096,0.8884,0.5931,0.6032,0.3639
I appear to have lost a couple of pounds.,Ich habe anscheinend ein paar Pfund abgenommen.,024779eb.jpeg,0.6105,0.6394,0.4863,0.4824,0.2327
I appear to have lost a couple of pounds.,Ich habe anscheinend ein paar Pfund abgenommen.,413aebc3.jpeg,0.6117,0.6394,0.3919,0.3551,0.1261
You really need to give the pipes a good clean every now and then.,Man muss die Rohre ab und zu gut reinigen.,deae3d1c.jpeg,0.5826,0.6214,0.4345,0.5119,0.262
You really need to give the pipes a good clean every now and then.,Die Pfeifen müssen ab und zu gut gereinigt werden.,aced3462.jpeg,0.5244,0.5425,0.3782,0.3522,0.1241
This wedge is all rotten.,Dieser Keil ist völlig verrottet.,d31ef202.jpeg,0.5734,0.6078,0.4438,0.5151,0.2653
This wedge is all rotten.,Dieser Keil ist völlig verrottet.,c4a03333.jpeg,0.5616,0.6078,0.3378,0.454,0.2061
His shoe just fell off in the field.,Sein Schuh ist auf dem Feld abgefallen.,60f2ad42.jpeg,0.7268,0.7624,0.6016,0.533,0.2841
His shoe just fell off in the field.,Sein Schuh ist auf dem Feld abgefallen.,25f73d6a.jpeg,0.7106,0.7624,0.445,0.4417,0.1951
Give me his record, please.,Geben Sie mir bitte seine Akte.,7f61ac4f.jpeg,0.5403,0.5616,0.3879,0.3743,0.1401
Give me his record, please.,Gib mir seine Platte, bitte.,973a12ea.jpeg,0.5101,0.5332,0.374,0.4124,0.1701
That's a wonderful train, isn't it?,Das ist ein wunderbarer Zug, nicht wahr?,9e1a414c.jpeg,0.6817,0.735,0.5056,0.5501,0.3026
That's a wonderful train, isn't it?,Das ist ein wunderbarer Zug, nicht wahr?,cc4316b3.jpeg,0.698,0.735,0.3449,0.3238,0.1049
Have you seen the ruler?,Hast du den Lineal gesehen?,082e6875.jpeg,0.5145,0.545,0.3864,0.4876,0.2377
Have you seen the ruler?,Hast du den Herrscher gesehen?,e4887243.jpeg,0.4825,0.4841,0.4701,0.3619,0.131
Look under the hood!,Sieh unter die Motorhaube!,076f318e.jpeg,0.5786,0.5847,0.554,0.4959,0.2459
Look under the hood!,Sieh unter die Motorhaube!,4302100d.jpeg,0.5541,0.5847,0.2956,0.3436,0.1181
Subway? It's your call.,Es ist deine Entscheidung.,1e3b0ca8.jpeg,0.3646,0.3794,0.3172,0.5585,0.3119
Subway? It's your call.,Es ist deine Entscheidung.,570a6334.jpeg,0.3605,0.3794,0.273,0.4643,0.2156
What is that sign? I've never seen it before.,Was ist das für ein Zeichen?,e3229bf5.jpeg,0.5213,0.5414,0.4004,0.4074,0.166
What is that sign? I've never seen it before.,Was ist das für ein Schild?,207966ae.jpeg,0.5403,0.5487,0.5171,0.6011,0.3613
Look, he has a leg injury.,Er hat eine Beinverletzung.,67de15f9.jpeg,0.6949,0.7401,0.3973,0.3898,0.1519
Look, he has a leg injury.,Er hat eine Beinverletzung.,f98d9c9f.jpeg,0.7109,0.7401,0.5894,0.4906,0.2407
He is an experienced rider.,Er ist ein erfahrener Reiter.,6d077744.jpeg,0.6915,0.7474,0.4593,0.4909,0.241
He is an experienced rider.,Er ist ein erfahrener Reiter.,8f6ff93a.jpeg,0.6804,0.7474,0.4358,0.5233,0.2739
Last weekend, we went to the racetrack.,Letztes Wochenende waren wir auf der Rennstrecke.,86a567a8.jpeg,0.6863,0.743,0.4873,0.5341,0.2853
Last weekend, we went to the racetrack.,Letztes Wochenende waren wir auf der Rennstrecke.,c1ba9bc9.jpeg,0.6669,0.743,0.4186,0.5538,0.3067
The dock is made of wood and is relatively sturdy.,Das Dock ist aus Holz und relativ robust.,527d027b.jpeg,0.7919,0.8703,0.5325,0.5496,0.3021
The dock is made of wood and is relatively sturdy.,Das Dock ist aus Holz und relativ robust.,4a366ec6.jpeg,0.807,0.8703,0.6876,0.7282,0.5303
Why do I get the impression he really likes drills?,Warum habe ich den Eindruck, dass er die Übungen wirklich mag?,68c433ba.jpeg,0.5883,0.6222,0.3241,0.3581,0.1282
Why do I get the impression he really likes drills?,Warum habe ich den Eindruck, dass er wirklich Bohrer mag?,912b8ee3.jpeg,0.6322,0.6752,0.3566,0.395,0.1561
He is sitting on the trunk.,Er sitzt auf dem Stamm.,335b3281.jpeg,0.6304,0.6576,0.4471,0.3856,0.1487
He is sitting on the trunk.,Er sitzt auf dem Kofferraum.,a5f72754.jpeg,0.7168,0.7654,0.4206,0.4049,0.164
The ball lasted a really long time, well worth the money!,Der Ball dauerte sehr lange, es war das Geld wert!,20217a1a.jpeg,0.6647,0.6927,0.2964,0.2756,0.076
The ball lasted a really long time, well worth the money!,Der Ball hat sehr lange gehalten, es war das Geld wert!,c623d53b.jpeg,0.6686,0.7213,0.4264,0.4662,0.2174
He took the lead.,Er übernahm die Führung.,b5c98a9e.jpeg,0.5167,0.5486,0.3533,0.4417,0.1951
He took the lead.,Er übernahm die Führung.,6f82a941.jpeg,0.5169,0.5486,0.396,0.5118,0.262
Have you got any coke?,Hast du noch Kokain?,264ae5e9.jpeg,0.4412,0.4649,0.3336,0.4695,0.2204
