Source, Candidate, Image, Final_Score, Text_Fidelity (Src-Tgt), Visual_Grounding (Tgt-Img), Image_Relevance (Src-Img), Fusion_Weight
It must be the spring.,Il doit être le printemps.,458999c.jpeg,0.5682,0.596,0.4534,0.4926,0.2426
My chest is quite heavy...,Mon cœur est très lourd...,edf9e44e.jpeg,0.4991,0.518,0.4313,0.5279,0.2787
My chest is quite heavy...,Mon cœur est très lourd...,f4f9494.jpeg,0.5009,0.518,0.314,0.303,0.0918
The beam seems to be moving.,Le rayon semble bouger.,a8b1169.jpeg,0.587,0.6359,0.4289,0.5564,0.3096
The beam seems to be moving.,Le rayon semble bouger.,e50fb00.jpeg,0.5835,0.6359,0.2695,0.4086,0.1669
Over there by the pen.,Par là, près de la plume.,8de21f5.jpeg,0.4045,0.4142,0.352,0.4296,0.1846
Over there by the pen.,Par là, près de la plume.,68161a4.jpeg,0.4039,0.4142,0.3406,0.4018,0.1615
They're braces.,Ce sont des attelles.,230b2b4.jpeg,0.4984,0.5034,0.4585,0.3531,0.1246
They're braces.,Ce sont des attelles.,a9ee65f.jpeg,0.4983,0.5034,0.4854,0.6269,0.3929
I know. The last one was a real nut.,Je sais. Le dernier était un vrai fou.,d9cbe61.jpeg,0.6346,0.6934,0.3502,0.4548,0.2069
I know. The last one was a real nut.,Je sais. Le dernier était un vrai fou.,7adadb10.jpeg,0.6479,0.6934,0.3157,0.37,0.1369
It might be easier with a pick.,Ça pourrait être plus facile avec une pince.,b599303.jpeg,0.5464,0.605,0.3205,0.5092,0.2593
It might be easier with a pick.,Ça pourrait être plus facile avec une pince.,4a6ca5a.jpeg,0.5524,0.605,0.296,0.4531,0.2053
I have a club.,J'ai un club.,cce02b1.jpeg,0.6459,0.7066,0.4429,0.5468,0.2989
I have a club.,J'ai un club.,d01da65.jpeg,0.6515,0.7066,0.3543,0.4305,0.1853
Which port does he want?,Quel port veut-il ?,de257f1.jpeg,0.7324,0.7538,0.6062,0.4127,0.1704
Which port does he want?,Quel port veut-il ?,4511cf4.jpeg,0.7123,0.7538,0.4952,0.4377,0.1916
Sorry, the tape's just run out.,Désolé, la bande vient de se terminer.,cc50c7e0.jpeg,0.5348,0.5614,0.3598,0.39,0.1521
Sorry, the tape's just run out.,Désolé, la bande vient de se terminer.,8207d9b2.jpeg,0.5251,0.5614,0.3447,0.4483,0.201
They checked the seal.,Ils ont vérifié le sceau.,8b12aebf.jpeg,0.661,0.6822,0.4162,0.2947,0.0868
They checked the seal.,Ils ont vérifié le sceau.,59364b5.jpeg,0.6258,0.6822,0.2972,0.4143,0.1716
Why is the chair here?,Pourquoi la chaise est-elle ici ?,2caf5d9.jpeg,0.7151,0.7972,0.4049,0.5144,0.2646
Why is the chair here?,Pourquoi la chaise est-elle ici ?,ef02ac2.jpeg,0.7396,0.7972,0.6104,0.6679,0.4461
There must be a hole in the tank somewhere.,Il doit y avoir une fuite quelque part dans le réservoir.,22f9dcb.jpeg,0.6022,0.6421,0.3661,0.4107,0.1687
There must be a hole in the tank somewhere.,Il doit y avoir une fuite quelque part dans le réservoir.,acb5659.jpeg,0.6027,0.6421,0.4376,0.4886,0.2387
We're going to have to do without the poker then.,Nous allons devoir nous passer du poker.,c0816da.jpeg,0.6859,0.7319,0.4085,0.4074,0.166
We're going to have to do without the poker then.,Nous allons devoir nous passer du poker.,32da2f5.jpeg,0.6954,0.7319,0.3328,0.3173,0.1007
I don't give a damn about the cup.,Je me fiche de la tasse.,2f05055.jpeg,0.5788,0.6115,0.4077,0.4374,0.1913
I don't give a damn about the cup.,Je me fiche de la tasse.,247987b2.jpeg,0.5817,0.6115,0.4617,0.4984,0.2484
The fans were still out of order.,Les ventilateurs étaient toujours hors d'usage.,0316663.jpeg,0.6392,0.6908,0.2794,0.3784,0.1432
The fans were still out of order.,Les ventilateurs étaient toujours hors d'usage.,657c4a7.jpeg,0.6557,0.6908,0.5341,0.5369,0.2883
I don't think we should use a brush.,Je ne pense pas que nous devrions utiliser une brosse.,189049b.jpeg,0.7204,0.7832,0.4409,0.4739,0.2246
I don't think we should use a brush.,Je ne pense pas que nous devrions utiliser une brosse.,ff78fc7.jpeg,0.7203,0.7832,0.4246,0.4611,0.2126
There's the horn.,Il y a le sifflet.,ed2221a.jpeg,0.5541,0.5376,0.5988,0.6072,0.3686
There's the horn.,Il y a le sifflet.,7d6fbfa.jpeg,0.5345,0.5376,0.5213,0.4899,0.24
Can you not see the red light?,Peux-tu ne pas voir le feu rouge ?,7241ebd.jpeg,0.619,0.6741,0.4517,0.5736,0.3291
Can you not see the red light?,Peux-tu ne pas voir le feu rouge ?,fb2edd5.jpeg,0.6061,0.6741,0.3757,0.543,0.2948
I know - good job there are showers.,Je sais - bon que les douches sont là.,a78f616.jpeg,0.5069,0.5369,0.3031,0.3834,0.147
I know - good job there are showers.,Je sais - bon que les douches sont là.,3a1b985.jpeg,0.5246,0.5369,0.4505,0.4062,0.165
Like a bat?,Comme un chauve-souris ?,e40843b.jpeg,0.5532,0.5796,0.4685,0.5581,0.3115
Like a bat?,Comme un chauve-souris ?,c239573.jpeg,0.5387,0.5796,0.3215,0.4337,0.1881
You should use a fork.,Vous devriez utiliser une fourchette.,1aea2b4.jpeg,0.7613,0.8189,0.5388,0.5087,0.2587
You should use a fork.,Vous devriez utiliser une fourchette.,bbad554.jpeg,0.761,0.8189,0.4267,0.4159,0.173
What a beautiful bass!,Quelle belle basse !,a96afbd.jpeg,0.5649,0.6017,0.4612,0.5952,0.3543
What a beautiful bass!,Quelle belle basse !,3165ef6.jpeg,0.5547,0.6017,0.3514,0.4807,0.231
A biker on the road.,Un motard sur la route.,4ercqd74.jpeg,0.74,0.7807,0.6561,0.6966,0.4852
A biker on the road.,Un motard sur la route.,d56edd34.jpeg,0.7204,0.7807,0.6011,0.7107,0.5051
That's lots of bucks!,Ça coûte cher !,bee3626.jpeg,0.3547,0.3743,0.2254,0.3895,0.1517
That's lots of bucks!,Ça coûte cher !,7c4e078.jpeg,0.3655,0.3743,0.3362,0.546,0.2981
A person looking at a rock.,Une personne regardant une roche.,d052f05f.jpeg,0.7745,0.8564,0.5482,0.6013,0.3616
A person looking at a rock.,Une personne regardant une roche.,118a75ff.jpeg,0.7844,0.8564,0.478,0.4847,0.2349
The lamp is tall and elegant.,La lampe est haute et élégante.,5a43462.jpeg,0.777,0.8632,0.5546,0.6222,0.3872
The lamp is tall and elegant.,La lampe est haute et élégante.,ffda480.jpeg,0.7824,0.8632,0.4236,0.4744,0.225
Give me the file please.,Donnez-moi le fichier, s'il vous plaît.,e740816.jpeg,0.6307,0.6764,0.4212,0.467,0.2181
Give me the file please.,Donnez-moi le fichier, s'il vous plaît.,c47d9e24.jpeg,0.6401,0.6764,0.3449,0.3503,0.1227
The tube looks dirty!,Le tube a l'air sale !,27b9b32.jpeg,0.7565,0.8116,0.3231,0.3563,0.127
The tube looks dirty!,Le tube a l'air sale !,2535cf5.jpeg,0.7363,0.8116,0.37,0.4535,0.2057
An animal sitting in a palm.,Un animal assis dans une palme.,a9c0ad02.jpeg,0.793,0.878,0.5738,0.6227,0.3878
An animal sitting in a palm.,Un animal assis dans une palme.,638a4049.jpeg,0.7989,0.878,0.4439,0.4722,0.223
Show me the ring!,Montre-moi l'anneau !,32962fc.jpeg,0.5821,0.6287,0.4429,0.5784,0.3346
Show me the ring!,Montre-moi l'anneau !,f4217ff.jpeg,0.5912,0.6287,0.3432,0.3886,0.151
A man with a hat is smoking.,Un homme avec un chapeau fume.,ee1f6c9.jpeg,0.8166,0.8897,0.69,0.7598,0.5772
A man with a hat is smoking.,Un homme avec un chapeau fume.,33fbe77.jpeg,0.8242,0.8897,0.7028,0.7344,0.5394
A group of boys playing football.,Un groupe de garçons jouant au football.,787678e.jpeg,0.7725,0.8534,0.5503,0.6031,0.3638
A group of boys playing football.,Un groupe de garçons jouant au football.,2db1e17.jpeg,0.7867,0.8534,0.6202,0.6325,0.4001
Get away from the float!,Éloignez-vous de la planche à flotter !,a021362.jpeg,0.5893,0.627,0.4215,0.4741,0.2248
Get away from the float!,Éloignez-vous de la planche à flotter !,48a50026.jpeg,0.576,0.627,0.307,0.4354,0.1896
A woman is folding sheets.,Une femme plie des draps.,c82c823d.jpg,0.7181,0.795,0.3572,0.4618,0.2132
A woman is folding sheets.,Une femme plie des draps.,a5ee9d0.jpeg,0.7304,0.795,0.5027,0.5331,0.2841
A boy using a compass.,Un garçon utilisant une boussole.,00112e3.jpeg,0.7552,0.8454,0.4783,0.5708,0.3258
A boy using a compass.,Un garçon utilisant une boussole.,edbb25a2.jpeg,0.7592,0.8454,0.422,0.5056,0.2557
Could you fix the sink please?,Pourriez-vous réparer l'évier, s'il vous plaît ?,d8d0a9b.jpeg,0.575,0.6291,0.4187,0.5886,0.3465
Could you fix the sink please?,Pourriez-vous réparer l'évier, s'il vous plaît ?,3ab2469.jpeg,0.5698,0.6291,0.4134,0.6158,0.3792
Look at the balloon!,Regardez le ballon !,d33f4b4.jpeg,0.6107,0.6557,0.4846,0.597,0.3564
Look at the balloon!,Regardez le ballon !,58aace5.jpeg,0.6103,0.6557,0.4664,0.5612,0.315
He seems to be enjoying the date!,Il semble apprécier le rendez-vous !,9e36a43.jpeg,0.5773,0.6006,0.4828,0.497,0.247
He seems to be enjoying the date!,Il semble apprécier le rendez-vous !,34965040.jpeg,0.5757,0.6006,0.3972,0.374,0.1399
Don't eat the bones!,Ne mangez pas les os !,5957d5c.jpeg,0.6065,0.6432,0.4072,0.4294,0.1844
Don't eat the bones!,Ne mangez pas les os !,49ea273.jpeg,0.6044,0.6432,0.4263,0.4667,0.2178
Great, it's cricket season!,Super, c'est la saison du cricket !,8d852883.jpeg,0.4249,0.4195,0.4532,0.4366,0.1906
Great, it's cricket season!,Super, c'est la saison du cricket !,b25981e4.jpeg,0.3997,0.4195,0.2448,0.3577,0.128
We've got another jam I'm afraid.,Nous avons un autre blocage, je crains.,75ddacf3.jpeg,0.5585,0.5755,0.3402,0.279,0.0779
We've got another jam I'm afraid.,Nous avons un autre blocage, je crains.,fbe7b91d.jpeg,0.5512,0.5755,0.3351,0.3352,0.1124
Yes, it's his bar.,Oui, c'est son bar.,51d84e9f.jpeg,0.7001,0.7637,0.4817,0.5394,0.291
Yes, it's his bar.,Oui, c'est son bar.,cd40761f.jpeg,0.7062,0.7637,0.3952,0.43,0.1849
A minister is making a speech while holding a book.,Un ministre fait un discours tout en tenant un livre.,2139a010.jpeg,0.8006,0.8647,0.6516,0.6562,0.4306
A minister is making a speech while holding a book.,Un ministre fait un discours tout en tenant un livre.,1c56342c.jpeg,0.7864,0.8647,0.6482,0.7529,0.5668
He set about repairing his drawers.,Il s'est mis à réparer ses tiroirs.,18289856.jpeg,0.6379,0.6669,0.3383,0.3109,0.0966
He set about repairing his drawers.,Il s'est mis à réparer ses tiroirs.,9655583e.jpeg,0.6288,0.6669,0.4175,0.4248,0.1804
Do you know where my pants are?,Savez-vous où sont mes pantalons ?,e7b25b62.jpeg,0.552,0.594,0.3819,0.4966,0.2466
Do you know where my pants are?,Savez-vous où sont mes pantalons ?,0f0d614f.jpeg,0.5551,0.594,0.3478,0.4331,0.1876
Did you make the table?,Avez-vous fait la table ?,98064330.png,0.556,0.5794,0.4143,0.4056,0.1645
Did you make the table?,Avez-vous fait la table ?,ef36615f.jpeg,0.5571,0.5794,0.3452,0.3243,0.1052
Give me the bill.,Donnez-moi l'addition.,67f4273e.jpeg,0.5236,0.5254,0.5166,0.5042,0.2542
Give me the bill.,Donnez-moi l'addition.,3cdf263f.jpeg,0.5104,0.5254,0.4302,0.4341,0.1884
I always remove the skin before eating.,Je retire toujours la peau avant de manger.,10024f9c.jpeg,0.6755,0.7319,0.4489,0.4988,0.2488
I always remove the skin before eating.,Je retire toujours la peau avant de manger.,6d3f6275.jpeg,0.6787,0.7319,0.5111,0.5631,0.3171
It's pool time!,C'est l'heure de la piscine !,945eaafe.jpeg,0.5866,0.604,0.5393,0.6068,0.3683
It's pool time!,C'est l'heure de la piscine !,f8f08662.jpeg,0.5738,0.604,0.428,0.4552,0.2072
The wheel seems to be blocked somehow.,La roue semble être bloquée d'une manière ou d'une autre.,62601802.jpeg,0.7662,0.8389,0.5595,0.593,0.3516
The wheel seems to be blocked somehow.,La roue semble être bloquée d'une manière ou d'une autre.,d25f8b00.jpeg,0.7589,0.8389,0.4672,0.5233,0.2739
Your punch is amazing!,Votre punch est incroyable !,ca74d696.jpeg,0.6874,0.7478,0.4345,0.4889,0.239
Your punch is amazing!,Votre punch est incroyable !,33a17046.jpeg,0.6946,0.7478,0.2761,0.3567,0.1273
My husband bought a chopper recently.,Mon mari a acheté un chopper récemment.,b83a0d52.jpeg,0.7079,0.7748,0.4075,0.4719,0.2227
My husband bought a chopper recently.,Mon mari a acheté un chopper récemment.,cf615703.jpeg,0.7219,0.7748,0.2436,0.3326,0.1106
You bought a new scarf, didn't you?,Tu as acheté un nouveau foulard, n'est-ce pas ?,bd7e6fd1.jpeg,0.6849,0.7477,0.411,0.4784,0.2289
You bought a new scarf, didn't you?,Tu as acheté un nouveau foulard, n'est-ce pas ?,f36df8d4.jpeg,0.6714,0.7477,0.4392,0.5728,0.3281
We are under the canopy.,Nous sommes sous le baldaquin.,275d8d87.jpeg,0.5461,0.59,0.3233,0.4437,0.1968
We are under the canopy.,Nous sommes sous le baldaquin.,417a2e1b.jpeg,0.5443,0.59,0.3691,0.511,0.2611
The dummies need to be cleaned.,Les mannequins doivent être nettoyés.,860e2fac.jpeg,0.4839,0.5071,0.2878,0.3439,0.1182
The dummies need to be cleaned.,Les mannequins doivent être nettoyés.,1b2e7f19.jpeg,0.5117,0.5071,0.5444,0.3762,0.1415
He wants to show me his spot.,Il veut me montrer son spot.,dd57e9c4.jpeg,0.7105,0.7469,0.3057,0.2997,0.0898
He wants to show me his spot.,Il veut me montrer son spot.,37b65d2c.jpeg,0.7182,0.7469,0.2366,0.2441,0.0596
Have you seen my pin?,Avez-vous vu mon épingle ?,aca94558.jpeg,0.654,0.6849,0.3305,0.3095,0.0958
Have you seen my pin?,Avez-vous vu mon épingle ?,b764bfff.jpeg,0.6496,0.6849,0.3429,0.3394,0.1152
The scale is broken.,La balance est cassée.,28b179a0.jpeg,0.6804,0.6872,0.6652,0.6701,0.449
The scale is broken.,La balance est cassée.,a42e8405.jpeg,0.6539,0.6872,0.2082,0.2731,0.0746
Someone should clean the window.,Quelqu'un devrait nettoyer la fenêtre.,c0d48044.jpeg,0.7507,0.8055,0.3962,0.3931,0.1546
Someone should clean the window.,Quelqu'un devrait nettoyer la fenêtre.,2baa9a21.jpeg,0.755,0.8055,0.5889,0.5514,0.304
Don't let the kids play in the yard!,Ne laissez pas les enfants jouer dans le jardin !,58d45ce7.jpeg,0.7319,0.7707,0.2625,0.2874,0.0826
Don't let the kids play in the yard!,Ne laissez pas les enfants jouer dans le jardin !,b685970b.jpeg,0.7252,0.7707,0.34,0.3436,0.1181
The plug has stopped working, could you fix it?,Le stop a cessé de fonctionner, pourriez-vous le réparer ?,15ff842a.jpeg,0.5525,0.5832,0.3655,0.405,0.164
The plug has stopped working, could you fix it?,Le stop a cessé de fonctionner, pourriez-vous le réparer ?,7f021dbf.jpeg,0.5313,0.5832,0.3412,0.5223,0.2728
That's a small stone you have there.,C'est une petite pierre que tu as là.,834c9575.jpeg,0.6412,0.656,0.5916,0.5472,0.2994
That's a small stone you have there.,C'est une petite pierre que tu as là.,94e1e71f.jpeg,0.6171,0.656,0.3927,0.4165,0.1735
I dropped a clip on the floor but I'm not sure where.,J'ai fait tomber une épingle par terre mais je ne suis pas sûr où.,0899e541.jpeg,0.6213,0.6544,0.4317,0.4178,0.1746
I dropped a clip on the floor but I'm not sure where.,J'ai fait tomber une épingle par terre mais je ne suis pas sûr où.,407421d6.jpeg,0.6159,0.6544,0.3193,0.3602,0.1298
Hand me the dough!,Donne-moi la pâte !,3221b8a2.jpeg,0.4043,0.4078,0.392,0.5317,0.2827
Hand me the dough!,Donne-moi la pâte !,a32d69d2.jpeg,0.4038,0.4078,0.3842,0.4523,0.2046
You need to get rid of the ashes.,Il faut se débarrasser des cendres.,0a13492f.jpeg,0.626,0.6699,0.3793,0.4215,0.1776
You need to get rid of the ashes.,Il faut se débarrasser des cendres.,1cb7d406.jpeg,0.6255,0.6699,0.3934,0.4373,0.1912
She's got a bun in the oven.,Elle a un petit pain au four.,acce2bc9.jpeg,0.5253,0.5348,0.4392,0.3323,0.1104
She's got a bun in the oven.,Elle a un petit pain au four.,46dbc605.jpeg,0.4971,0.5348,0.3461,0.5,0.25
He's got balls!,Il a des couilles !,2655a11f.jpeg,0.591,0.612,0.4729,0.4226,0.1786
He's got balls!,Il a des couilles !,6daef42a.jpeg,0.5918,0.612,0.4371,0.3615,0.1307
Don't mess with the controller!,Ne touchez pas au contrôleur !,2f851ed7.jpeg,0.5662,0.596,0.2727,0.3182,0.1012
Don't mess with the controller!,Ne touchez pas au contrôleur !,229d48e1.jpeg,0.571,0.596,0.4386,0.4343,0.1886
The deer was just looking straight at me.,Le cerf me regardait juste droit dans les yeux.,6bd69bcb.jpeg,0.7055,0.7595,0.5902,0.6842,0.4681
The deer was just looking straight at me.,Le cerf me regardait juste droit dans les yeux.,b2ccd0d9.jpeg,0.6935,0.7595,0.5512,0.6815,0.4645
A doe in the field.,Une biche dans le champ.,cfd47eb7.jpeg,0.7324,0.7607,0.6834,0.7588,0.5758
A doe in the field.,Une biche dans le champ.,6476789.jpeg,0.7081,0.7607,0.5061,0.5102,0.2603
Don't look at the fly!,Ne regarde pas la mouche !,b256d36e.jpeg,0.5887,0.6216,0.4047,0.4228,0.1788
Don't look at the fly!,Ne regarde pas la mouche !,e11c1505.jpeg,0.595,0.6216,0.2836,0.2922,0.0854
He bought his own plane.,Il a acheté son propre avion.,57c4057c.jpeg,0.7781,0.8467,0.4693,0.4713,0.2221
He bought his own plane.,Il a acheté son propre avion.,488a2f83.jpeg,0.8052,0.8467,0.303,0.2874,0.0826
Look at her face, she has a flush!,Regardez son visage, elle a une rougeur !,77e96961.jpeg,0.661,0.693,0.5766,0.6157,0.379
Look at her face, she has a flush!,Regardez son visage, elle a une rougeur !,e4889d27.jpeg,0.6543,0.693,0.2319,0.3029,0.0917
Your gum doesn't look good!,Ta gomme n'a pas l'air bonne !,8ac8d99a.jpeg,0.4537,0.5051,0.2765,0.5387,0.2902
Your gum doesn't look good!,Ta gomme n'a pas l'air bonne !,cb6326ed.jpeg,0.4704,0.5051,0.3644,0.5719,0.3271
It must be the spirits!,C'est les esprits !,9f4d432f.jpeg,0.5133,0.5363,0.4177,0.4905,0.2406
It must be the spirits!,C'est les esprits !,bf89c490.jpeg,0.4944,0.5363,0.3217,0.493,0.243
The soles were stinky.,Les semelles étaient puantes.,2c7ba1fd.jpeg,0.6379,0.6695,0.3286,0.3197,0.1022
The soles were stinky.,Les semelles étaient puantes.,ac7df394.jpeg,0.6316,0.6695,0.4381,0.4428,0.196
A person with a yellow jacket is waiting for something.,Une personne avec une veste jaune attend quelque chose.,c7d1e8b3.jpeg,0.7904,0.8566,0.6136,0.6116,0.374
A person with a yellow jacket is waiting for something.,Une personne avec une veste jaune attend quelque chose.,41fe2d75.jpeg,0.7904,0.8566,0.6086,0.6032,0.3639
I appear to have lost a couple of pounds.,Je semble avoir perdu quelques kilos.,024779eb.jpeg,0.6525,0.6912,0.4859,0.4824,0.2327
I appear to have lost a couple of pounds.,Je semble avoir perdu quelques kilos.,413aebc3.jpeg,0.6462,0.6912,0.2893,0.3551,0.1261
You really need to give the pipes a good clean every now and then.,Vous devez vraiment nettoyer les tuyaux de temps en temps.,deae3d1c.jpeg,0.6118,0.6614,0.4225,0.5119,0.262
You really need to give the pipes a good clean every now and then.,Vous devez vraiment nettoyer les tuyaux de temps en temps.,aced3462.jpeg,0.6237,0.6614,0.32,0.3522,0.1241
This wedge is all rotten.,Cette épingle est complètement pourrie.,d31ef202.jpeg,0.5296,0.5636,0.4014,0.5151,0.2653
This wedge is all rotten.,Cette épingle est complètement pourrie.,c4a03333.jpeg,0.5154,0.5636,0.2811,0.454,0.2061
His shoe just fell off in the field.,Sa chaussure vient de tomber dans le champ.,60f2ad42.jpeg,0.7062,0.7473,0.5616,0.533,0.2841
His shoe just fell off in the field.,Sa chaussure vient de tomber dans le champ.,25f73d6a.jpeg,0.6976,0.7473,0.4429,0.4417,0.1951
Give me his record, please.,Donnez-moi son enregistrement, s'il vous plaît.,7f61ac4f.jpeg,0.5363,0.5671,0.3167,0.3743,0.1401
Give me his record, please.,Donnez-moi son enregistrement, s'il vous plaît.,973a12ea.jpeg,0.5439,0.5671,0.4074,0.4124,0.1701
That's a wonderful train, isn't it?,C'est un merveilleux train, n'est-ce pas ?,9e1a414c.jpeg,0.666,0.7208,0.4849,0.5501,0.3026
That's a wonderful train, isn't it?,C'est un merveilleux train, n'est-ce pas ?,cc4316b3.jpeg,0.6836,0.7208,0.3288,0.3238,0.1049
Have you seen the ruler?,Avez-vous vu la règle ?,082e6875.jpeg,0.5769,0.6313,0.3477,0.4876,0.2377
Have you seen the ruler?,Avez-vous vu la règle ?,e4887243.jpeg,0.5921,0.6313,0.2929,0.3619,0.131
Look under the hood!,Regardez sous le capot !,076f318e.jpeg,0.5339,0.548,0.4767,0.4959,0.2459
Look under the hood!,Regardez sous le capot !,4302100d.jpeg,0.5237,0.548,0.3182,0.3436,0.1181
Subway? It's your call.,Subway ? C'est à toi de décider.,1e3b0ca8.jpeg,0.7588,0.8403,0.4972,0.5585,0.3119
Subway? It's your call.,Subway ? C'est à toi de décider.,570a6334.jpeg,0.7664,0.8403,0.4232,0.4643,0.2156
What is that sign? I've never seen it before.,Qu'est-ce que ce panneau ? Je ne l'ai jamais vu auparavant.,e3229bf5.jpeg,0.5976,0.644,0.318,0.4074,0.166
What is that sign? I've never seen it before.,Qu'est-ce que ce panneau ? Je ne l'ai jamais vu auparavant.,207966ae.jpeg,0.6328,0.644,0.6019,0.6011,0.3613
Look, he has a leg injury.,Regardez, il a une blessure à la jambe.,67de15f9.jpeg,0.6913,0.7346,0.4058,0.3898,0.1519
Look, he has a leg injury.,Regardez, il a une blessure à la jambe.,f98d9c9f.jpeg,0.6863,0.7346,0.4855,0.4906,0.2407
He is an experienced rider.,Il est un cavalier expérimenté.,6d077744.jpeg,0.5615,0.5805,0.4826,0.4909,0.241
He is an experienced rider.,Il est un cavalier expérimenté.,8f6ff93a.jpeg,0.5405,0.5805,0.3941,0.5233,0.2739
Last weekend, we went to the racetrack.,Le week-end dernier, nous sommes allés à la piste de course.,86a567a8.jpeg,0.6661,0.7487,0.3767,0.5341,0.2853
Last weekend, we went to the racetrack.,Le week-end dernier, nous sommes allés à la piste de course.,c1ba9bc9.jpeg,0.6556,0.7487,0.3518,0.5538,0.3067
Wow, the model is beautiful!,Wow, le modèle est magnifique !,ade009ad.jpeg,0.8018,0.8789,0.3499,0.413,0.1705
Wow, the model is beautiful!,Wow, le modèle est magnifique !,46f204b2.jpeg,0.8111,0.8789,0.3676,0.3911,0.1529
The dock is made of wood and is relatively sturdy.,Le quai est en bois et est relativement solide.,527d027b.jpeg,0.6916,0.7548,0.4824,0.5496,0.3021
The dock is made of wood and is relatively sturdy.,Le quai est en bois et est relativement solide.,4a366ec6.jpeg,0.7106,0.7548,0.6273,0.7282,0.5303
Why do I get the impression he really likes drills?,Pourquoi ai-je l'impression qu'il aime vraiment les exercices ?,68c433ba.jpeg,0.645,0.6795,0.3759,0.3581,0.1282
Why do I get the impression he really likes drills?,Pourquoi ai-je l'impression qu'il aime vraiment les exercices ?,912b8ee3.jpeg,0.6309,0.6795,0.3196,0.395,0.1561
He is sitting on the trunk.,Il est assis sur le coffre.,335b3281.jpeg,0.7174,0.7675,0.3807,0.3856,0.1487
He is sitting on the trunk.,Il est assis sur le coffre.,a5f72754.jpeg,0.7165,0.7675,0.4054,0.4049,0.164
The ball lasted a really long time, well worth the money!,La balle a duré vraiment longtemps, vraiment bien pour l'argent !,20217a1a.jpeg,0.6418,0.6705,0.2643,0.2756,0.076
The ball lasted a really long time, well worth the money!,La balle a duré vraiment longtemps, vraiment bien pour l'argent !,c623d53b.jpeg,0.622,0.6705,0.3988,0.4662,0.2174
He took the lead.,Il a pris la tête.,b5c98a9e.jpeg,0.5954,0.6386,0.3737,0.4417,0.1951
He took the lead.,Il a pris la tête.,6f82a941.jpeg,0.6084,0.6386,0.493,0.5118,0.262
Have you got any coke?,Avez-vous de la cocaïne ?,264ae5e9.jpeg,0.5407,0.5758,0.3816,0.4695,0.2204
Have you got any coke?,Avez-vous de la cocaïne ?,115bec66.jpeg,0.5635,0.5758,0.4804,0.3833,0.147
This dog's muzzle is weird.,Cette museau de chien est bizarre.,b7320652.jpeg,0.614,0.677,0.4654,0.651,0.4237
